instrument,symbol,expiry,strike,option_type,open,high,low,close,settle_pr,volume,val_inlakh,open_interest,chg_in_oi,timestamp
OPTIDX,NIFTY,2026-03-31,20000.0,PE,15.05,15.85,14.95,15.45,15.45,93,1396.06623,96525,-2775,2025-12-01
OPTIDX,NIFTY,2026-12-29,31000.0,CE,333.0,360.0,311.0,320.0,320.0,90,2114.66718,57675,525,2025-12-01
OPTIDX,NIFTY,2026-12-29,25000.0,CE,3466.05,3466.05,3360.0,3392.25,3392.25,72,1535.22637,232225,525,2025-12-01
OPTIDX,NIFTY,2026-09-29,20000.0,CE,0.0,0.0,0.0,5846.9,7106.35,0,0.0,0,0,2025-12-01
OPTIDX,NIFTY,2026-06-30,19000.0,CE,0.0,0.0,0.0,5792.0,7796.95,0,0.0,100,0,2025-12-01
OPTIDX,NIFTY,2026-03-31,19000.0,CE,0.0,0.0,0.0,5966.85,7531.55,0,0.0,0,0,2025-12-01
OPTIDX,NIFTY,2026-02-24,27450.0,CE,0.0,0.0,0.0,317.5,266.15,0,0.0,0,0,2025-12-01
OPTIDX,NIFTY,2026-02-24,27350.0,CE,293.35,293.35,264.45,264.6,293.7,24,430.855457,1300,1170,2025-12-01
OPTIDX,NIFTY,2026-02-24,26850.0,CE,449.9,449.9,449.9,449.9,464.8,1,17.744935,65,65,2025-12-01
OPTIDX,NIFTY,2026-02-24,26650.0,CE,546.5,546.5,546.5,546.5,546.5,1,17.677725,65,65,2025-12-01
OPTIDX,NIFTY,2026-02-24,26500.0,CE,700.0,700.0,609.8,624.1,624.1,461,8135.44442,51285,19890,2025-12-01
OPTIDX,NIFTY,2026-02-24,24550.0,CE,0.0,0.0,0.0,1870.25,2014.2,0,0.0,0,0,2025-12-01
OPTIDX,NIFTY,2026-01-27,27900.0,CE,0.0,0.0,0.0,247.95,79.15,0,0.0,0,0,2025-12-01
OPTIDX,NIFTY,2026-01-27,27400.0,CE,0.0,0.0,0.0,367.95,160.1,0,0.0,0,0,2025-12-01
OPTIDX,NIFTY,2026-01-27,26650.0,CE,395.0,401.0,355.75,355.75,389.85,27,474.632925,4160,-390,2025-12-01
OPTIDX,NIFTY,2026-01-27,25400.0,CE,1261.35,1283.1,1261.35,1283.1,1144.2,2,34.6738925,3510,130,2025-12-01
OPTIDX,NIFTY,2026-01-27,24700.0,CE,0.0,0.0,0.0,1576.7,1739.9,0,0.0,65,0,2025-12-01
OPTIDX,NIFTY,2026-01-27,24350.0,CE,0.0,0.0,0.0,2006.65,2064.85,0,0.0,65,0,2025-12-01
OPTIDX,NIFTY,2026-01-27,23950.0,CE,0.0,0.0,0.0,2593.65,2448.5,0,0.0,65,0,2025-12-01
OPTIDX,NIFTY,2025-12-30,27900.0,CE,10.45,14.65,7.45,8.8,8.8,3955,82784.8902,186075,69150,2025-12-01
OPTIDX,NIFTY,2027-06-29,21000.0,CE,0.0,0.0,0.0,3061.8,7018.9,0,0.0,0,0,2025-12-01
OPTIDX,NIFTY,2027-06-29,26000.0,CE,0.0,0.0,0.0,1900.85,3017.6,0,0.0,0,0,2025-12-01
OPTIDX,NIFTY,2027-06-29,29000.0,CE,0.0,0.0,0.0,1545.2,1434.35,0,0.0,0,0,2025-12-01
OPTIDX,NIFTY,2027-12-28,25000.0,CE,5000.0,5000.0,4850.0,4850.0,4365.8,3,67.35,150,-150,2025-12-01
OPTIDX,NIFTY,2025-12-09,25750.0,PE,14.0,31.95,11.35,25.9,25.9,27752,536460.556,442500,184275,2025-12-01
OPTIDX,NIFTY,2025-12-09,25100.0,PE,4.75,5.6,3.7,5.0,5.0,24142,454559.742,462375,225150,2025-12-01
OPTIDX,NIFTY,2025-12-09,25000.0,PE,4.65,5.25,3.45,4.8,4.8,84862,1591454.07,2982225,1940100,2025-12-01
OPTIDX,NIFTY,2025-12-09,24750.0,PE,3.5,4.2,3.1,3.8,3.8,2802,52019.732,33000,-10275,2025-12-01
OPTIDX,NIFTY,2025-12-09,24500.0,PE,2.9,3.6,2.8,3.2,3.2,37530,689703.222,758625,341700,2025-12-01
OPTIDX,NIFTY,2025-12-02,26450.0,PE,159.0,302.0,137.0,269.25,269.25,340779,6810006.03,261300,40725,2025-12-01
OPTIDX,NIFTY,2025-12-02,25550.0,PE,2.5,2.55,1.2,1.55,1.55,463702,8886348.95,1511775,54000,2025-12-01
OPTIDX,NIFTY,2025-12-02,25000.0,PE,1.45,1.55,0.65,1.05,1.05,525418,9852057.56,6511125,-3246750,2025-12-01
OPTIDX,NIFTY,2025-12-02,24850.0,PE,1.5,1.5,0.5,0.85,0.85,32568,607013.611,331800,-129975,2025-12-01
OPTIDX,NIFTY,2025-12-30,27300.0,CE,39.3,40.95,27.15,29.35,29.35,14554,298355.553,731925,-32175,2025-12-01
OPTIDX,NIFTY,2025-12-02,24650.0,PE,0.1,1.3,0.1,0.75,0.75,32759,605655.72,332250,-103950,2025-12-01
OPTIDX,NIFTY,2025-12-02,23950.0,PE,0.1,1.0,0.1,0.5,0.5,15792,283671.847,71700,-4050,2025-12-01
OPTIDX,NIFTY,2030-06-25,29000.0,CE,0.0,0.0,0.0,6019.2,4879.8,0,0.0,0,0,2025-12-01
OPTIDX,NIFTY,2030-06-25,22000.0,CE,0.0,0.0,0.0,9790.15,9356.15,0,0.0,0,0,2025-12-01
OPTIDX,NIFTY,2029-12-24,24000.0,CE,0.0,0.0,0.0,7730.0,7413.6,0,0.0,0,0,2025-12-01
OPTIDX,NIFTY,2029-12-24,21000.0,CE,0.0,0.0,0.0,9463.95,9613.55,0,0.0,0,0,2025-12-01
OPTIDX,NIFTY,2029-06-26,28000.0,CE,0.0,0.0,0.0,6112.6,4296.45,0,0.0,0,0,2025-12-01
OPTIDX,NIFTY,2028-06-27,29000.0,CE,0.0,0.0,0.0,2333.25,2604.4,0,0.0,0,0,2025-12-01
OPTIDX,NIFTY,2028-06-27,28000.0,CE,0.0,0.0,0.0,2596.45,3113.75,0,0.0,0,0,2025-12-01
OPTIDX,NIFTY,2027-12-28,29000.0,CE,0.0,0.0,0.0,1932.55,2019.5,0,0.0,0,0,2025-12-01
OPTIDX,NIFTY,2025-12-02,24250.0,PE,0.8,1.05,0.45,0.65,0.65,25604,465689.327,142275,-92025,2025-12-01
OPTIDX,NIFTY,2025-12-09,25800.0,PE,22.15,38.1,18.55,31.45,31.45,127264,2465146.91,3001050,1631025,2025-12-01
OPTIDX,NIFTY,2025-12-30,26950.0,CE,103.05,104.0,71.05,76.4,76.4,1477,29949.4992,88575,3225,2025-12-01
OPTIDX,NIFTY,2025-12-30,25850.0,CE,715.0,715.0,600.0,614.35,614.35,34,675.863625,29925,-300,2025-12-01
OPTIDX,NIFTY,2025-12-16,24750.0,CE,0.0,0.0,0.0,1580.15,1485.9,0,0.0,0,0,2025-12-01
OPTIDX,NIFTY,2025-12-16,24550.0,CE,1694.45,1703.95,1694.45,1703.95,1684.3,3,59.061375,75,75,2025-12-01
OPTIDX,NIFTY,2025-12-16,24300.0,CE,1944.05,1948.0,1944.05,1948.0,1933.25,2,39.3690375,75,0,2025-12-01
OPTIDX,NIFTY,2025-12-09,27300.0,CE,2.25,2.5,1.5,2.3,2.3,46657,955367.319,1425675,222225,2025-12-01
OPTIDX,NIFTY,2025-12-02,27650.0,CE,0.7,0.85,0.6,0.75,0.75,18641,386578.002,271425,16275,2025-12-01
OPTIDX,NIFTY,2025-12-02,27450.0,CE,0.9,1.0,0.65,0.85,0.85,40779,839563.17,515025,48075,2025-12-01
OPTIDX,NIFTY,2025-12-02,26350.0,CE,68.0,73.95,10.95,13.85,13.85,4926129,97465999.0,10031925,4586775,2025-12-01
OPTIDX,NIFTY,2025-12-02,26150.0,CE,188.0,214.1,67.65,82.5,82.5,3108472,61195882.4,4128825,2285250,2025-12-01
OPTIDX,NIFTY,2025-12-02,25250.0,CE,1082.55,1082.55,917.45,938.35,938.35,81,1594.37006,9600,-375,2025-12-01
OPTIDX,NIFTY,2025-12-02,24550.0,CE,1641.95,1641.95,1641.95,1641.95,1641.95,1,19.6439625,450,0,2025-12-01
OPTIDX,NIFTY,2026-02-24,27950.0,PE,0.0,0.0,0.0,1852.65,1559.7,0,0.0,0,0,2025-12-01
OPTIDX,NIFTY,2026-03-31,27000.0,PE,660.35,751.3,660.35,732.8,732.8,1535,31904.2216,578475,19575,2025-12-01
OPTIDX,NIFTY,2026-06-30,12000.0,PE,0.0,0.0,0.0,20.0,0.05,0,0.0,325,0,2025-12-01
OPTIDX,NIFTY,2026-06-30,16000.0,PE,0.0,0.0,0.0,9.05,0.05,0,0.0,2875,0,2025-12-01
OPTIDX,NIFTY,2026-06-30,19000.0,PE,0.0,0.0,0.0,205.7,0.05,0,0.0,250,0,2025-12-01
OPTIDX,NIFTY,2026-06-30,30000.0,PE,2660.0,2700.0,2645.0,2700.0,3007.55,5,122.47125,10875,75,2025-12-01
OPTIDX,NIFTY,2026-09-29,30000.0,PE,0.0,0.0,0.0,4017.1,2783.5,0,0.0,0,0,2025-12-01
OPTIDX,NIFTY,2026-12-29,20000.0,PE,89.9,89.9,87.5,88.15,88.15,8,120.528037,38175,150,2025-12-01
OPTIDX,NIFTY,2026-12-29,23000.0,PE,173.0,178.5,169.65,175.0,175.0,73,1268.81283,173125,300,2025-12-01
OPTIDX,NIFTY,2025-12-16,25150.0,CE,1117.85,1117.85,1112.65,1115.25,1115.25,2,39.397875,0,0,2025-12-01
OPTIDX,NIFTY,2025-12-16,25650.0,CE,660.05,660.05,658.15,658.15,646.5,2,39.46365,225,0,2025-12-01
OPTIDX,NIFTY,2025-12-16,25850.0,CE,600.0,600.0,490.0,490.0,490.0,14,276.793387,1275,-150,2025-12-01
OPTIDX,NIFTY,2025-12-16,26300.0,CE,278.05,279.7,184.35,198.0,198.0,13946,277451.202,398400,194625,2025-12-01
OPTIDX,NIFTY,2025-12-30,25700.0,CE,836.05,849.0,707.55,729.75,729.75,981,19471.886,364050,11175,2025-12-01
OPTIDX,NIFTY,2025-12-30,24600.0,CE,1884.9,1884.9,1727.95,1735.45,1735.45,3,59.361225,8400,-75,2025-12-01
OPTIDX,NIFTY,2025-12-30,24150.0,CE,2164.2,2164.2,2159.05,2159.05,2137.5,2,39.4674375,150,0,2025-12-01
OPTIDX,NIFTY,2025-12-30,24050.0,CE,0.0,0.0,0.0,2338.55,2236.5,0,0.0,0,0,2025-12-01
OPTIDX,NIFTY,2025-12-30,23950.0,CE,2361.7,2361.7,2356.55,2356.55,2335.65,2,39.4636875,75,0,2025-12-01
OPTIDX,NIFTY,2025-12-30,23750.0,CE,2553.65,2556.25,2553.65,2556.25,2534.35,2,39.457425,75,0,2025-12-01
OPTIDX,NIFTY,2025-12-30,23600.0,CE,2892.35,2900.75,2834.45,2834.45,2683.5,6,119.121562,2250,-450,2025-12-01
OPTIDX,NIFTY,2025-12-30,23400.0,CE,0.0,0.0,0.0,2968.35,2882.45,0,0.0,0,0,2025-12-01
OPTIDX,NIFTY,2025-12-30,22950.0,CE,0.0,0.0,0.0,3272.65,3330.35,0,0.0,1875,0,2025-12-01
OPTIDX,NIFTY,2025-12-30,26650.0,CE,179.2,213.5,149.9,158.65,158.65,2393,48149.1662,184500,5550,2025-12-01
OPTIDX,NIFTY,2025-12-30,20000.0,CE,6440.0,6441.45,6295.0,6326.2,6326.2,97,1916.24385,362450,-775,2025-12-01
OPTIDX,NIFTY,2025-12-23,27250.0,CE,0.0,0.0,0.0,100.95,40.4,0,0.0,0,0,2025-12-01
OPTIDX,NIFTY,2025-12-23,26550.0,CE,182.0,185.0,139.85,149.95,149.95,73,1462.06972,6075,3000,2025-12-01
OPTIDX,NIFTY,2025-12-23,26100.0,CE,460.0,470.3,364.0,378.4,378.4,368,7311.19518,11100,1650,2025-12-01
OPTIDX,NIFTY,2025-12-23,25800.0,CE,695.2,703.3,590.0,625.0,593.0,23,456.46035,5250,75,2025-12-01
OPTIDX,NIFTY,2025-12-23,25350.0,CE,0.0,0.0,0.0,896.5,955.95,0,0.0,0,0,2025-12-01
OPTIDX,NIFTY,2025-12-23,24400.0,CE,0.0,0.0,0.0,1688.15,1861.7,0,0.0,0,0,2025-12-01
OPTIDX,NIFTY,2025-12-23,24150.0,CE,0.0,0.0,0.0,1921.75,2109.8,0,0.0,0,0,2025-12-01
OPTIDX,NIFTY,2025-12-16,27700.0,CE,5.1,5.1,3.35,4.05,4.05,4151,86249.3715,246675,128100,2025-12-01
OPTIDX,NIFTY,2025-12-16,27100.0,CE,19.95,20.55,11.6,12.5,12.5,5401,109835.286,124050,21975,2025-12-01
OPTIDX,NIFTY,2025-12-23,27700.0,CE,0.0,0.0,0.0,48.6,11.4,0,0.0,0,0,2025-12-01
OPTIDX,NIFTY,2025-12-09,27350.0,PE,1116.05,1131.85,1116.05,1124.25,1141.15,3,64.0666125,150,-75,2025-12-01
OPTIDX,NIFTY,2025-12-16,24450.0,PE,0.0,0.0,0.0,60.95,0.35,0,0.0,0,0,2025-12-01
OPTIDX,NIFTY,2025-12-16,24600.0,PE,4.5,7.25,4.5,6.35,6.35,312,5757.90577,19575,12675,2025-12-01
OPTIDX,NIFTY,2025-12-02,24900.0,CE,1410.0,1418.0,1255.0,1287.5,1287.5,37,727.522387,6300,-1425,2025-12-01
OPTIDX,NIFTY,2025-12-02,24450.0,CE,0.0,0.0,0.0,1780.9,1729.6,0,0.0,1050,0,2025-12-01
OPTIDX,NIFTY,2025-12-02,24050.0,CE,2180.3,2180.3,2180.3,2180.3,2129.55,1,19.672725,150,0,2025-12-01
OPTIDX,NIFTY,2025-12-02,24000.0,CE,2315.05,2320.0,2158.0,2185.2,2185.2,396,7793.51962,51900,-27525,2025-12-01
OPTIDX,NIFTY,2025-12-02,23800.0,CE,2500.0,2500.0,2380.0,2380.0,2379.5,4,78.79875,750,-225,2025-12-01
OPTIDX,NIFTY,2025-12-30,27850.0,PE,1536.0,1536.0,1516.9,1523.5,1523.5,4,88.120425,1200,-150,2025-12-01
OPTIDX,NIFTY,2025-12-30,27900.0,PE,1550.0,1554.6,1550.0,1554.6,1554.6,2,44.17845,525,75,2025-12-01
OPTIDX,NIFTY,2026-01-27,24000.0,PE,20.65,25.0,20.65,23.25,23.25,1649,25748.9808,209625,17290,2025-12-01
OPTIDX,NIFTY,2026-01-27,24050.0,PE,0.0,0.0,0.0,30.65,10.95,0,0.0,910,0,2025-12-01
OPTIDX,NIFTY,2026-01-27,24500.0,PE,35.95,39.15,33.8,36.7,36.7,3328,53076.8518,523380,-5785,2025-12-01
OPTIDX,NIFTY,2026-01-27,25650.0,PE,133.0,157.35,132.0,155.65,201.9,88,1475.19914,5265,1690,2025-12-01
OPTIDX,NIFTY,2026-01-27,26450.0,PE,339.8,415.05,339.8,401.9,401.9,15,261.636505,2535,130,2025-12-01
OPTIDX,NIFTY,2026-01-27,26600.0,PE,411.45,491.05,409.6,473.75,473.75,275,4832.85897,62595,975,2025-12-01
OPTIDX,NIFTY,2026-01-27,27150.0,PE,0.0,0.0,0.0,919.85,951.7,0,0.0,65,0,2025-12-01
OPTIDX,NIFTY,2026-02-24,24800.0,PE,87.6,90.0,84.0,88.0,89.5,17,275.00174,3835,845,2025-12-01
OPTIDX,NIFTY,2026-02-24,24850.0,PE,89.2,89.2,89.2,89.2,96.05,4,64.84192,260,260,2025-12-01
OPTIDX,NIFTY,2026-02-24,25700.0,PE,200.3,224.0,190.95,218.9,218.9,100,1684.17983,6760,4485,2025-12-01
OPTIDX,NIFTY,2026-02-24,26900.0,PE,0.0,0.0,0.0,1094.55,811.5,0,0.0,0,0,2025-12-01
OPTIDX,NIFTY,2026-02-24,27550.0,PE,0.0,0.0,0.0,1543.95,1248.45,0,0.0,0,0,2025-12-01
OPTIDX,NIFTY,2025-12-02,25100.0,CE,1215.15,1215.15,1064.55,1087.1,1087.1,689,13549.7585,22725,-36375,2025-12-01
OPTIDX,NIFTY,2025-12-02,25800.0,CE,525.0,544.55,357.3,386.45,386.45,22577,444029.832,175500,-126750,2025-12-01
OPTIDX,NIFTY,2025-12-02,25850.0,CE,479.9,481.5,309.0,337.85,337.85,6106,120067.131,106800,-35250,2025-12-01
OPTIDX,NIFTY,2025-12-02,26000.0,CE,360.0,360.0,173.6,198.8,198.8,587087,11547423.6,2860200,-716550,2025-12-01
OPTIDX,NIFTY,2025-12-16,26900.0,CE,43.2,43.2,24.1,26.45,26.45,2743,55394.2722,94650,94650,2025-12-01
OPTIDX,NIFTY,2025-12-16,26700.0,CE,75.8,91.75,52.25,57.6,57.6,9514,190989.2,225450,9825,2025-12-01
OPTIDX,NIFTY,2025-12-16,26600.0,CE,117.5,127.25,75.5,82.75,82.75,7347,147090.793,167700,60750,2025-12-01
OPTIDX,NIFTY,2025-12-16,24800.0,CE,1456.55,1456.55,1453.2,1453.2,1436.5,2,39.3823125,75,0,2025-12-01
OPTIDX,NIFTY,2025-12-16,24650.0,CE,1599.65,1601.15,1599.65,1601.15,1584.95,2,39.3756,0,0,2025-12-01
OPTIDX,NIFTY,2025-12-16,24450.0,CE,0.0,0.0,0.0,1867.7,1783.8,0,0.0,0,0,2025-12-01
OPTIDX,NIFTY,2025-12-16,24250.0,CE,2015.15,2015.15,1997.15,2005.6,1983.1,3,59.075925,300,0,2025-12-01
OPTIDX,NIFTY,2025-12-09,27400.0,CE,1.6,2.15,1.3,1.85,1.85,38022,781395.898,1196175,88275,2025-12-01
OPTIDX,NIFTY,2025-12-09,27250.0,CE,3.4,3.4,2.0,2.75,2.75,7423,151721.039,171750,119775,2025-12-01
OPTIDX,NIFTY,2026-02-24,27650.0,PE,0.0,0.0,0.0,1618.25,1323.55,0,0.0,0,0,2025-12-01
OPTIDX,NIFTY,2025-12-09,26900.0,CE,13.9,15.15,6.45,7.75,7.75,66367,1339418.91,1558350,530775,2025-12-01
OPTIDX,NIFTY,2025-12-09,26700.0,CE,36.05,42.05,17.6,20.0,20.0,115351,2312136.26,2098800,1061550,2025-12-01
OPTIDX,NIFTY,2025-12-09,25700.0,CE,680.15,685.2,529.75,554.35,554.35,1688,33289.3612,127275,51525,2025-12-01
OPTIDX,NIFTY,2025-12-09,24750.0,CE,1462.65,1462.65,1456.45,1456.45,1457.0,2,39.314325,75,0,2025-12-01
OPTIDX,NIFTY,2025-12-09,24250.0,CE,1959.45,1963.85,1959.45,1963.85,1956.3,2,39.317475,150,0,2025-12-01
OPTIDX,NIFTY,2025-12-09,23850.0,CE,2358.6,2363.25,2358.6,2363.25,2355.8,2,39.3163875,150,0,2025-12-01
OPTIDX,NIFTY,2025-12-09,23800.0,CE,2420.0,2420.0,2401.05,2401.05,2405.7,3,58.9696125,225,75,2025-12-01
OPTIDX,NIFTY,2025-12-02,26900.0,CE,1.8,1.8,0.8,1.15,1.15,815740,16458353.6,5842650,203775,2025-12-01
OPTIDX,NIFTY,2025-12-02,26700.0,CE,3.3,3.95,1.3,1.65,1.65,1553527,31111730.3,8481375,1024350,2025-12-01
OPTIDX,NIFTY,2025-12-02,26050.0,CE,289.9,303.0,132.95,155.7,155.7,378837,7450697.94,758850,3450,2025-12-01
OPTIDX,NIFTY,2025-12-09,26850.0,CE,20.9,20.9,8.0,9.35,9.35,34024,685459.289,695250,435000,2025-12-01
OPTIDX,NIFTY,2026-09-29,25000.0,PE,315.0,325.0,305.05,320.0,298.35,13,246.845287,9450,375,2025-12-01
OPTIDX,NIFTY,2027-06-29,25000.0,PE,0.0,0.0,0.0,5619.05,367.95,0,0.0,0,0,2025-12-01
OPTIDX,NIFTY,2027-12-28,21000.0,PE,0.0,0.0,0.0,340.0,36.2,0,0.0,1025,0,2025-12-01
OPTIDX,NIFTY,2026-01-27,23950.0,PE,22.05,22.05,22.05,22.05,8.65,10,155.818325,2210,650,2025-12-01
OPTIDX,NIFTY,2025-12-30,30000.0,PE,3535.95,3650.05,3501.0,3630.8,3630.8,111,2793.62606,220775,1125,2025-12-01
OPTIDX,NIFTY,2025-12-30,26300.0,PE,230.15,298.1,210.25,278.5,278.5,46136,919037.071,1389000,329925,2025-12-01
OPTIDX,NIFTY,2025-12-30,26050.0,PE,160.9,197.45,141.05,185.95,185.95,2516,49476.6538,113025,-5475,2025-12-01
OPTIDX,NIFTY,2025-12-30,26000.0,PE,137.95,183.2,121.55,168.25,168.25,75850,1487919.24,7326600,194225,2025-12-01
OPTIDX,NIFTY,2025-12-30,25250.0,PE,38.85,47.85,34.4,42.9,42.9,1347,25548.5863,117825,-12225,2025-12-01
OPTIDX,NIFTY,2025-12-30,24350.0,PE,14.0,14.0,13.1,13.7,13.7,294,5372.11477,42225,10500,2025-12-01
OPTIDX,NIFTY,2025-12-30,23700.0,PE,9.2,9.9,8.05,8.95,8.95,275,4889.99085,67800,-4575,2025-12-01
OPTIDX,NIFTY,2025-12-30,23500.0,PE,7.95,8.75,6.8,7.75,7.75,12237,215749.221,658125,13500,2025-12-01
OPTIDX,NIFTY,2026-01-27,24400.0,PE,32.0,36.2,30.65,33.1,33.1,740,11752.3385,38740,-22750,2025-12-01
OPTIDX,NIFTY,2025-12-30,23400.0,PE,6.2,8.75,6.2,7.45,7.45,97,1702.9161,21675,600,2025-12-01
OPTIDX,NIFTY,2025-12-30,16000.0,PE,1.65,2.4,1.35,1.45,1.45,32,384.039225,17525,0,2025-12-01
OPTIDX,NIFTY,2025-12-23,27800.0,PE,0.0,0.0,0.0,1768.65,1536.45,0,0.0,0,0,2025-12-01
OPTIDX,NIFTY,2025-12-23,27600.0,PE,0.0,0.0,0.0,1586.55,1344.15,0,0.0,0,0,2025-12-01
OPTIDX,NIFTY,2025-12-23,27050.0,PE,0.0,0.0,0.0,1118.05,846.8,0,0.0,0,0,2025-12-01
OPTIDX,NIFTY,2025-12-23,25550.0,PE,0.0,0.0,0.0,54.3,71.7,0,0.0,3525,0,2025-12-01
OPTIDX,NIFTY,2025-12-23,25150.0,PE,0.0,0.0,0.0,139.5,23.75,0,0.0,0,0,2025-12-01
OPTIDX,NIFTY,2025-12-16,26700.0,PE,396.0,498.75,379.6,481.75,481.75,732,14907.114,40650,34500,2025-12-01
OPTIDX,NIFTY,2025-12-16,25800.0,PE,48.0,69.8,38.85,61.15,61.15,11005,213402.155,339075,203850,2025-12-01
OPTIDX,NIFTY,2025-12-16,25750.0,PE,42.25,61.0,39.2,53.0,53.0,1102,21322.3895,28575,11550,2025-12-01
OPTIDX,NIFTY,2025-12-30,22000.0,PE,6.0,6.2,5.2,5.75,5.75,2574,42482.148,1469900,-1875,2025-12-01
OPTIDX,NIFTY,2027-06-29,22000.0,PE,0.0,0.0,0.0,3995.4,56.0,0,0.0,0,0,2025-12-01
OPTIDX,NIFTY,2026-01-27,26050.0,PE,209.85,260.0,209.85,255.3,255.3,35,598.025382,5850,-65,2025-12-01
OPTIDX,NIFTY,2025-12-23,27000.0,PE,0.0,0.0,0.0,690.9,805.15,0,0.0,525,0,2025-12-01
OPTIDX,NIFTY,2027-12-28,24000.0,PE,0.0,0.0,0.0,500.0,234.65,0,0.0,4425,0,2025-12-01
OPTIDX,NIFTY,2028-06-27,22000.0,PE,0.0,0.0,0.0,470.05,85.15,0,0.0,325,0,2025-12-01
OPTIDX,NIFTY,2028-06-27,28000.0,PE,0.0,0.0,0.0,3161.35,1087.85,0,0.0,0,0,2025-12-01
OPTIDX,NIFTY,2028-12-26,27000.0,PE,0.0,0.0,0.0,940.0,743.75,0,0.0,150,0,2025-12-01
OPTIDX,NIFTY,2029-06-26,21000.0,PE,0.0,0.0,0.0,320.25,57.05,0,0.0,0,0,2025-12-01
OPTIDX,NIFTY,2029-06-26,31000.0,PE,0.0,0.0,0.0,2338.75,1893.15,0,0.0,0,0,2025-12-01
OPTIDX,NIFTY,2029-12-24,23000.0,PE,0.0,0.0,0.0,550.0,155.95,0,0.0,2550,0,2025-12-01
OPTIDX,NIFTY,2029-12-24,26000.0,PE,0.0,0.0,0.0,1000.0,475.5,0,0.0,150,0,2025-12-01
OPTIDX,NIFTY,2029-12-24,27000.0,PE,0.0,0.0,0.0,1177.9,645.4,0,0.0,0,0,2025-12-01
OPTIDX,NIFTY,2025-12-23,26700.0,PE,0.0,0.0,0.0,853.7,573.65,0,0.0,0,0,2025-12-01
OPTIDX,NIFTY,2029-12-24,29000.0,PE,0.0,0.0,0.0,1669.2,1099.3,0,0.0,0,0,2025-12-01
OPTIDX,NIFTY,2025-12-30,27550.0,PE,1233.15,1239.45,1233.15,1239.45,1284.05,2,43.17945,225,0,2025-12-01
OPTIDX,NIFTY,2025-12-30,27150.0,PE,870.15,873.85,850.85,850.85,850.85,3,63.0336375,375,0,2025-12-01
OPTIDX,NIFTY,2025-12-30,25550.0,PE,64.05,82.35,58.8,73.4,73.4,1544,29668.2795,126000,-150,2025-12-01
OPTIDX,NIFTY,2025-12-30,25500.0,PE,54.0,76.05,45.5,67.9,67.9,40700,780312.448,4298625,125775,2025-12-01
OPTIDX,NIFTY,2025-12-30,24700.0,PE,19.7,21.2,17.7,19.2,19.2,7420,137562.527,375450,22125,2025-12-01
OPTIDX,NIFTY,2025-12-30,24400.0,PE,16.0,19.0,13.0,14.15,14.15,3034,55554.1734,195375,-31500,2025-12-01
OPTIDX,NIFTY,2025-12-30,24300.0,PE,13.55,16.5,11.7,12.9,12.9,2408,43909.0614,291075,-21000,2025-12-01
OPTIDX,NIFTY,2025-12-23,27850.0,PE,0.0,0.0,0.0,1814.85,1585.0,0,0.0,0,0,2025-12-01
OPTIDX,NIFTY,2025-12-23,27400.0,PE,0.0,0.0,0.0,1410.0,1156.6,0,0.0,0,0,2025-12-01
OPTIDX,NIFTY,2030-06-25,26000.0,PE,0.0,0.0,0.0,1065.5,445.8,0,0.0,0,0,2025-12-01
OPTIDX,NIFTY,2028-06-27,20000.0,PE,0.0,0.0,0.0,400.0,22.4,0,0.0,0,0,2025-12-01
OPTIDX,NIFTY,2028-12-26,29000.0,PE,0.0,0.0,0.0,2010.85,1314.45,0,0.0,0,0,2025-12-01
OPTIDX,NIFTY,2029-06-26,23000.0,PE,0.0,0.0,0.0,543.65,156.9,0,0.0,0,0,2025-12-01
OPTIDX,NIFTY,2025-12-16,25400.0,CE,865.75,865.75,861.5,861.5,862.55,2,39.3954375,75,0,2025-12-01
OPTIDX,NIFTY,2025-12-16,24850.0,CE,1409.0,1409.0,1403.65,1403.65,1387.2,2,39.3844875,75,0,2025-12-01
OPTIDX,NIFTY,2025-12-16,24100.0,CE,2162.5,2162.5,2146.35,2146.35,2132.65,2,39.3816375,225,0,2025-12-01
OPTIDX,NIFTY,2025-12-09,27050.0,CE,6.0,7.2,3.6,4.55,4.55,17111,347200.569,318525,86325,2025-12-01
OPTIDX,NIFTY,2025-12-09,25850.0,CE,417.35,556.9,400.0,421.9,421.9,357,7044.42892,18450,1425,2025-12-01
OPTIDX,NIFTY,2025-12-09,25600.0,CE,778.2,781.45,623.4,646.7,646.7,916,18052.5947,101250,-4125,2025-12-01
OPTIDX,NIFTY,2025-12-09,25000.0,CE,1368.25,1370.0,1216.0,1237.1,1237.1,564,11113.4102,48300,1500,2025-12-01
OPTIDX,NIFTY,2025-12-09,24350.0,CE,1859.95,1859.95,1858.7,1858.7,1856.4,2,39.3139875,75,0,2025-12-01
OPTIDX,NIFTY,2025-12-09,24200.0,CE,2036.0,2057.0,2003.2,2017.0,2017.0,6,118.0317,300,150,2025-12-01
OPTIDX,NIFTY,2025-12-09,24150.0,CE,2059.9,2059.9,2056.65,2056.65,2056.15,2,39.3124125,75,0,2025-12-01
OPTIDX,NIFTY,2025-12-09,24100.0,CE,2107.45,2107.45,2103.35,2103.35,2106.1,2,39.3081,150,0,2025-12-01
OPTIDX,NIFTY,2025-12-02,27550.0,CE,0.75,0.9,0.5,0.7,0.7,64370,1330081.64,935925,556050,2025-12-01
