instrument,symbol,expiry,strike,option_type,open,high,low,close,settle_pr,volume,val_inlakh,open_interest,chg_in_oi,timestamp
OPTIDX,NIFTY,2026-01-27,26000.0,PE,255.6,282.5,243.5,266.7,266.7,6394,109166.451,563160,16640,2025-12-02
OPTIDX,NIFTY,2025-12-30,27000.0,PE,760.4,850.0,736.45,820.15,820.15,3713,77426.3417,1364025,5000,2025-12-02
OPTIDX,NIFTY,2025-12-30,27400.0,PE,1099.8,1200.0,1099.8,1167.3,1167.3,7,149.901487,2325,0,2025-12-02
OPTIDX,NIFTY,2025-12-30,28000.0,PE,1724.05,1798.4,1674.9,1769.15,1769.15,263,5867.34048,1044375,-450,2025-12-02
OPTIDX,NIFTY,2026-01-27,24600.0,PE,41.8,44.8,40.65,43.35,43.35,100,1601.78993,149695,1495,2025-12-02
OPTIDX,NIFTY,2025-12-30,25700.0,PE,103.8,120.9,97.4,109.0,109.0,15682,303580.732,2281725,11550,2025-12-02
OPTIDX,NIFTY,2025-12-30,24850.0,PE,23.5,25.5,21.35,22.8,22.8,184,3432.56587,51150,375,2025-12-02
OPTIDX,NIFTY,2026-01-27,27350.0,PE,994.2,1042.5,994.2,1042.5,1212.45,7,129.126172,715,-65,2025-12-02
OPTIDX,NIFTY,2025-12-09,27150.0,CE,3.25,3.25,1.65,1.9,1.9,14153,288214.623,396975,34425,2025-12-02
OPTIDX,NIFTY,2025-12-16,24400.0,CE,1726.15,1726.15,1726.15,1726.15,1686.35,1,19.5946125,150,0,2025-12-02
OPTIDX,NIFTY,2025-12-16,25600.0,CE,666.45,682.65,572.2,579.45,579.45,499,9807.43706,172650,27225,2025-12-02
OPTIDX,NIFTY,2025-12-16,25900.0,CE,410.2,439.85,338.95,359.55,359.55,1829,36036.1384,77925,30450,2025-12-02
OPTIDX,NIFTY,2025-12-16,27200.0,CE,8.75,9.5,5.5,6.0,6.0,8878,181161.401,165225,-99075,2025-12-02
OPTIDX,NIFTY,2025-12-23,24200.0,CE,0.0,0.0,0.0,1874.5,1913.05,0,0.0,0,0,2025-12-02
OPTIDX,NIFTY,2025-12-23,24950.0,CE,0.0,0.0,0.0,1206.2,1182.2,0,0.0,0,0,2025-12-02
OPTIDX,NIFTY,2025-12-23,25050.0,CE,0.0,0.0,0.0,1125.0,1089.15,0,0.0,0,0,2025-12-02
OPTIDX,NIFTY,2025-12-02,25950.0,CE,204.0,221.4,47.4,72.65,26032.2,2187173,42724288.5,1326075,1044000,2025-12-02
OPTIDX,NIFTY,2025-12-23,25300.0,CE,0.0,0.0,0.0,933.95,866.1,0,0.0,0,0,2025-12-02
OPTIDX,NIFTY,2025-12-09,27750.0,CE,1.4,1.4,0.95,1.1,1.1,909,18919.2813,50775,25800,2025-12-02
OPTIDX,NIFTY,2026-01-27,27650.0,PE,0.0,0.0,0.0,1308.7,1462.5,0,0.0,130,0,2025-12-02
OPTIDX,NIFTY,2026-03-31,29000.0,CE,68.95,80.0,60.35,61.0,61.0,1400,30516.8145,618000,23475,2025-12-02
OPTIDX,NIFTY,2026-01-27,27950.0,PE,0.0,0.0,0.0,1541.8,1727.25,0,0.0,65,0,2025-12-02
OPTIDX,NIFTY,2025-12-02,24750.0,CE,1330.05,1330.05,1290.0,1290.0,26032.2,2,39.0900375,300,0,2025-12-02
OPTIDX,NIFTY,2026-06-30,23000.0,PE,93.1,99.2,93.1,96.8,96.8,153,2650.40268,281575,375,2025-12-02
OPTIDX,NIFTY,2026-09-29,24000.0,PE,0.0,0.0,0.0,213.0,156.1,0,0.0,7950,0,2025-12-02
OPTIDX,NIFTY,2026-01-27,27800.0,PE,1350.85,1413.2,1350.85,1404.3,1404.3,32,607.265717,3120,2015,2025-12-02
OPTIDX,NIFTY,2026-09-29,27000.0,PE,0.0,0.0,0.0,805.55,991.7,0,0.0,1800,0,2025-12-02
OPTIDX,NIFTY,2026-12-29,16000.0,PE,0.0,0.0,0.0,23.3,0.05,0,0.0,2425,0,2025-12-02
OPTIDX,NIFTY,2025-12-02,25600.0,CE,544.95,563.25,397.3,428.65,26032.2,6811,133164.544,79425,7275,2025-12-02
OPTIDX,NIFTY,2026-12-29,31000.0,PE,0.0,0.0,0.0,4949.65,3451.95,0,0.0,0,0,2025-12-02
OPTIDX,NIFTY,2027-06-29,20000.0,PE,0.0,0.0,0.0,3034.2,10.45,0,0.0,0,0,2025-12-02
OPTIDX,NIFTY,2026-02-24,27700.0,PE,0.0,0.0,0.0,1656.45,1473.75,0,0.0,0,0,2025-12-02
OPTIDX,NIFTY,2027-12-28,17000.0,PE,0.0,0.0,0.0,50.05,0.75,0,0.0,14200,0,2025-12-02
OPTIDX,NIFTY,2027-12-28,30000.0,PE,0.0,0.0,0.0,4140.9,2131.15,0,0.0,0,0,2025-12-02
OPTIDX,NIFTY,2029-06-26,22000.0,PE,0.0,0.0,0.0,422.0,102.2,0,0.0,0,0,2025-12-02
OPTIDX,NIFTY,2025-12-02,27250.0,CE,0.95,1.0,0.05,0.1,26032.2,133863,2735882.47,773400,-151125,2025-12-02
OPTIDX,NIFTY,2025-12-30,25950.0,PE,162.05,194.35,156.4,178.15,178.15,3912,76665.2889,131475,3000,2025-12-02
OPTIDX,NIFTY,2026-02-24,26200.0,PE,370.0,406.4,370.0,395.4,395.4,84,1451.80444,7280,1885,2025-12-02
OPTIDX,NIFTY,2026-02-24,26050.0,PE,347.25,347.25,340.0,340.0,447.0,2,34.3117125,1105,65,2025-12-02
OPTIDX,NIFTY,2026-02-24,25450.0,PE,0.0,0.0,0.0,392.8,240.15,0,0.0,0,0,2025-12-02
OPTIDX,NIFTY,2026-02-24,24500.0,PE,66.4,73.4,66.4,70.05,70.05,358,5717.45047,42705,7150,2025-12-02
OPTIDX,NIFTY,2025-12-02,25350.0,CE,783.65,813.1,653.05,675.7,26032.2,148,2895.45727,3450,-4950,2025-12-02
OPTIDX,NIFTY,2027-12-28,20000.0,PE,0.0,0.0,0.0,251.9,17.55,0,0.0,3950,0,2025-12-02
OPTIDX,NIFTY,2025-12-16,26050.0,PE,165.95,230.55,157.95,176.1,176.1,8854,174292.778,163725,89100,2025-12-03
OPTIDX,NIFTY,2025-12-09,27150.0,PE,1157.95,1157.95,1157.95,1157.95,1138.65,1,21.2309625,975,0,2025-12-03
OPTIDX,NIFTY,2025-12-16,24000.0,PE,3.3,3.7,2.85,3.1,3.1,3321,59786.232,191100,47775,2025-12-03
OPTIDX,NIFTY,2025-12-09,27950.0,PE,0.0,0.0,0.0,1841.5,1937.6,0,0.0,0,0,2025-12-03
OPTIDX,NIFTY,2025-12-09,27500.0,PE,1440.0,1548.0,1438.6,1466.8,1466.8,15,325.951575,8925,75,2025-12-03
OPTIDX,NIFTY,2025-12-16,27050.0,PE,969.6,969.6,961.1,964.9,964.9,3,63.03345,150,150,2025-12-03
OPTIDX,NIFTY,2025-12-16,25400.0,PE,23.0,36.7,22.35,23.75,23.75,15652,298516.421,426900,184875,2025-12-03
OPTIDX,NIFTY,2025-12-16,27850.0,PE,1785.55,1785.55,1775.75,1780.65,1780.65,2,44.445975,75,75,2025-12-03
OPTIDX,NIFTY,2026-02-24,26950.0,PE,0.0,0.0,0.0,1126.35,956.25,0,0.0,0,0,2025-12-03
OPTIDX,NIFTY,2026-01-27,27200.0,PE,954.0,1035.0,954.0,994.1,994.1,5,91.62205,4355,-130,2025-12-03
OPTIDX,NIFTY,2026-01-27,27850.0,PE,0.0,0.0,0.0,1433.85,1680.35,0,0.0,65,0,2025-12-03
OPTIDX,NIFTY,2026-02-24,25100.0,PE,133.25,146.05,131.4,132.0,132.0,855,14027.7653,87035,20020,2025-12-03
OPTIDX,NIFTY,2026-02-24,25150.0,PE,0.0,0.0,0.0,300.85,174.55,0,0.0,0,0,2025-12-03
OPTIDX,NIFTY,2026-02-24,25550.0,PE,0.0,0.0,0.0,427.3,278.75,0,0.0,0,0,2025-12-03
OPTIDX,NIFTY,2025-12-23,26900.0,PE,826.85,826.85,821.55,824.2,824.2,2,41.5863,0,0,2025-12-03
OPTIDX,NIFTY,2026-03-31,20000.0,PE,15.6,15.6,12.95,14.0,14.0,197,2957.14087,100200,3675,2025-12-03
OPTIDX,NIFTY,2025-12-09,26400.0,CE,37.0,38.0,13.15,18.8,18.8,814305,16134458.2,6705600,1172025,2025-12-03
OPTIDX,NIFTY,2025-12-09,26150.0,CE,121.55,121.55,47.7,70.25,70.25,920585,18099777.1,3429525,1622625,2025-12-03
OPTIDX,NIFTY,2026-01-27,25100.0,PE,84.15,98.35,83.05,85.3,85.3,390,6386.32562,269880,6045,2025-12-03
OPTIDX,NIFTY,2025-12-23,25900.0,PE,140.0,191.4,140.0,151.75,151.75,2548,49822.4188,69600,8250,2025-12-03
OPTIDX,NIFTY,2026-01-27,23800.0,PE,22.0,25.95,20.55,22.0,22.0,87,1347.16946,32240,1040,2025-12-03
OPTIDX,NIFTY,2025-12-23,25000.0,PE,17.95,23.65,17.45,18.25,18.25,1792,33627.669,104025,9450,2025-12-03
OPTIDX,NIFTY,2025-12-09,27350.0,CE,1.4,1.75,1.15,1.25,1.25,61499,1261564.97,595500,196125,2025-12-03
OPTIDX,NIFTY,2025-12-09,26400.0,PE,340.0,478.45,336.75,391.75,391.75,29298,589422.104,1111425,-52800,2025-12-03
OPTIDX,NIFTY,2025-12-09,26600.0,PE,540.3,666.7,535.75,578.9,578.9,2180,44486.6381,113400,-17250,2025-12-03
OPTIDX,NIFTY,2025-12-30,25100.0,PE,35.4,45.3,33.4,35.4,35.4,8598,162117.011,486525,66375,2025-12-03
OPTIDX,NIFTY,2025-12-30,25050.0,PE,31.25,41.2,30.95,32.5,32.5,924,17385.9194,85425,6900,2025-12-03
OPTIDX,NIFTY,2025-12-09,26850.0,PE,840.85,911.45,817.95,822.15,822.15,239,4966.45432,12525,10050,2025-12-03
OPTIDX,NIFTY,2025-12-09,27000.0,PE,910.0,1056.0,910.0,972.75,972.75,1239,26020.7584,138075,-14550,2025-12-03
OPTIDX,NIFTY,2025-12-09,27100.0,PE,1155.0,1155.0,1061.2,1066.95,1066.95,15,317.034787,3900,0,2025-12-03
OPTIDX,NIFTY,2025-12-30,24000.0,PE,8.75,10.6,7.95,9.5,9.5,13431,241850.411,3638650,-97325,2025-12-03
OPTIDX,NIFTY,2025-12-23,25350.0,PE,0.0,0.0,0.0,188.6,60.55,0,0.0,0,0,2025-12-03
OPTIDX,NIFTY,2025-12-30,23850.0,PE,8.0,8.95,7.9,8.55,8.55,257,4598.7426,32250,14700,2025-12-03
OPTIDX,NIFTY,2025-12-30,22950.0,PE,5.3,6.2,5.3,5.4,0.05,16,275.466787,73275,-150,2025-12-03
OPTIDX,NIFTY,2025-12-30,26800.0,PE,688.5,791.95,688.5,708.55,708.55,325,6714.35891,165750,1950,2025-12-03
OPTIDX,NIFTY,2026-01-06,26600.0,PE,0.0,0.0,0.0,699.35,664.3,0,0.0,0,0,2025-12-03
OPTIDX,NIFTY,2026-01-06,26200.0,PE,370.55,370.55,333.4,333.4,418.25,6,103.600477,325,325,2025-12-03
OPTIDX,NIFTY,2026-01-06,25250.0,PE,0.0,0.0,0.0,131.7,88.7,0,0.0,0,0,2025-12-03
OPTIDX,NIFTY,2025-12-30,27750.0,PE,1609.9,1609.9,1600.55,1605.25,1605.25,2,44.0328375,1275,-75,2025-12-03
OPTIDX,NIFTY,2025-12-30,27650.0,PE,1490.75,1499.55,1490.75,1495.15,1495.15,2,43.717725,525,-150,2025-12-03
OPTIDX,NIFTY,2025-12-23,27300.0,PE,1197.8,1197.8,1187.05,1192.45,1192.45,2,42.7386375,75,75,2025-12-03
OPTIDX,NIFTY,2025-12-23,27200.0,PE,1135.0,1135.0,1132.65,1132.65,1149.6,2,42.5007375,150,-75,2025-12-03
OPTIDX,NIFTY,2025-12-30,23550.0,PE,7.8,8.3,7.05,8.2,8.2,20,353.3619,7350,1125,2025-12-03
OPTIDX,NIFTY,2025-12-09,25900.0,CE,277.05,277.05,146.45,196.05,196.05,1621276,31703860.0,2363550,1793625,2025-12-03
OPTIDX,NIFTY,2028-12-26,20000.0,PE,0.0,0.0,0.0,330.0,29.35,0,0.0,1100,0,2025-12-03
OPTIDX,NIFTY,2030-06-25,30000.0,PE,0.0,0.0,0.0,2100.85,1308.75,0,0.0,0,0,2025-12-03
OPTIDX,NIFTY,2026-12-29,29000.0,CE,800.0,803.0,727.75,765.1,765.1,195,4351.79625,246750,-2475,2025-12-03
OPTIDX,NIFTY,2026-12-29,22000.0,CE,0.0,0.0,0.0,5660.05,5337.55,0,0.0,2625,0,2025-12-03
OPTIDX,NIFTY,2026-09-29,31000.0,CE,0.0,0.0,0.0,272.8,173.3,0,0.0,0,0,2025-12-03
OPTIDX,NIFTY,2026-01-27,27800.0,PE,1534.6,1548.3,1408.3,1548.3,1635.5,39,743.619727,5655,2535,2025-12-03
OPTIDX,NIFTY,2029-12-24,28000.0,PE,0.0,0.0,0.0,1411.3,887.5,0,0.0,0,0,2025-12-03
OPTIDX,NIFTY,2029-06-26,30000.0,PE,0.0,0.0,0.0,2031.05,1583.05,0,0.0,0,0,2025-12-03
OPTIDX,NIFTY,2029-06-26,25000.0,PE,0.0,0.0,0.0,852.5,373.5,0,0.0,0,0,2025-12-03
OPTIDX,NIFTY,2028-12-26,28000.0,PE,0.0,0.0,0.0,1697.6,1049.35,0,0.0,0,0,2025-12-03
OPTIDX,NIFTY,2028-12-26,24000.0,PE,0.0,0.0,0.0,888.05,258.85,0,0.0,1800,0,2025-12-03
OPTIDX,NIFTY,2026-12-29,30000.0,PE,2333.0,2399.4,2333.0,2366.75,2366.75,25,607.335637,81300,1575,2025-12-03
OPTIDX,NIFTY,2026-12-29,25000.0,PE,390.0,414.8,390.0,396.75,396.75,684,13031.7758,544250,7125,2025-12-03
OPTIDX,NIFTY,2026-12-29,19000.0,PE,0.0,0.0,0.0,62.7,0.95,0,0.0,1725,0,2025-12-03
OPTIDX,NIFTY,2026-06-30,27000.0,PE,819.3,869.95,819.3,828.2,828.2,1001,20909.6467,464175,24450,2025-12-03
OPTIDX,NIFTY,2026-03-31,19000.0,PE,11.5,14.4,11.5,14.4,14.4,3,42.77805,7575,150,2025-12-03
OPTIDX,NIFTY,2026-02-24,27200.0,PE,0.0,0.0,0.0,832.6,1128.3,0,0.0,65,0,2025-12-03
OPTIDX,NIFTY,2025-12-09,27850.0,CE,0.95,1.3,0.85,1.0,1.0,32286,674400.162,196725,170100,2025-12-03
OPTIDX,NIFTY,2026-02-24,26200.0,PE,429.0,452.2,401.1,413.4,413.4,125,2164.53864,9880,2600,2025-12-03
OPTIDX,NIFTY,2026-02-24,26050.0,PE,384.95,384.95,354.5,356.15,356.15,5,85.83861,845,-260,2025-12-03
OPTIDX,NIFTY,2026-02-24,25450.0,PE,0.0,0.0,0.0,392.8,249.35,0,0.0,0,0,2025-12-03
OPTIDX,NIFTY,2027-12-28,26000.0,CE,0.0,0.0,0.0,4200.0,3518.3,0,0.0,150,0,2025-12-03
OPTIDX,NIFTY,2028-06-27,21000.0,CE,0.0,0.0,0.0,5226.55,7916.75,0,0.0,0,0,2025-12-03
OPTIDX,NIFTY,2028-06-27,27000.0,CE,0.0,0.0,0.0,2885.15,3528.15,0,0.0,0,0,2025-12-03
OPTIDX,NIFTY,2028-12-26,19000.0,CE,0.0,0.0,0.0,8739.0,10071.0,0,0.0,0,0,2025-12-03
OPTIDX,NIFTY,2030-06-25,23000.0,PE,0.0,0.0,0.0,550.6,160.05,0,0.0,0,0,2025-12-03
OPTIDX,NIFTY,2030-06-25,20000.0,PE,0.0,0.0,0.0,236.4,38.2,0,0.0,0,0,2025-12-03
OPTIDX,NIFTY,2030-06-25,19000.0,PE,0.0,0.0,0.0,168.9,21.25,0,0.0,0,0,2025-12-03
OPTIDX,NIFTY,2029-12-24,30000.0,PE,0.0,0.0,0.0,1953.5,1438.7,0,0.0,0,0,2025-12-03
OPTIDX,NIFTY,2029-12-24,21000.0,PE,0.0,0.0,0.0,278.8,63.3,0,0.0,0,0,2025-12-03
OPTIDX,NIFTY,2029-12-24,19000.0,PE,0.0,0.0,0.0,142.25,19.5,0,0.0,0,0,2025-12-03
OPTIDX,NIFTY,2029-06-26,27000.0,PE,0.0,0.0,0.0,1252.35,725.1,0,0.0,0,0,2025-12-03
OPTIDX,NIFTY,2028-12-26,18000.0,PE,0.0,0.0,0.0,250.0,6.3,0,0.0,75,0,2025-12-03
OPTIDX,NIFTY,2025-12-23,24300.0,PE,6.45,9.35,6.0,6.45,6.45,31,565.145737,4350,375,2025-12-03
OPTIDX,NIFTY,2025-12-23,24250.0,PE,0.0,0.0,0.0,26.0,1.1,0,0.0,0,0,2025-12-03
OPTIDX,NIFTY,2025-12-23,24400.0,PE,6.85,8.15,6.8,8.15,8.15,6,109.83165,14700,0,2025-12-03
OPTIDX,NIFTY,2027-06-29,27000.0,PE,0.0,0.0,0.0,6273.45,948.8,0,0.0,0,0,2025-12-03
OPTIDX,NIFTY,2026-12-29,27000.0,PE,819.95,854.85,813.3,828.95,828.95,276,5762.7183,231975,3600,2025-12-03
OPTIDX,NIFTY,2026-09-29,26000.0,PE,543.65,560.0,543.65,560.0,608.1,4,79.648275,3825,150,2025-12-03
OPTIDX,NIFTY,2026-06-30,31000.0,PE,0.0,0.0,0.0,5585.0,4071.55,0,0.0,0,0,2025-12-03
OPTIDX,NIFTY,2026-03-31,28000.0,PE,1477.0,1559.45,1477.0,1494.8,1494.8,423,9364.33605,270225,18300,2025-12-03
OPTIDX,NIFTY,2026-03-31,26000.0,PE,389.95,427.95,388.0,395.45,395.45,2535,50210.7065,1454550,-18150,2025-12-03
OPTIDX,NIFTY,2026-03-31,25000.0,PE,169.6,189.75,166.1,174.0,174.0,3211,60645.5154,1479525,-10575,2025-12-03
OPTIDX,NIFTY,2026-01-27,23900.0,PE,0.0,0.0,0.0,25.95,10.25,0,0.0,1950,0,2025-12-03
OPTIDX,NIFTY,2028-12-26,25000.0,CE,0.0,0.0,0.0,5350.4,5415.65,0,0.0,0,0,2025-12-03
OPTIDX,NIFTY,2028-06-27,24000.0,PE,0.0,0.0,0.0,1692.75,258.95,0,0.0,0,0,2025-12-03
OPTIDX,NIFTY,2025-12-09,24300.0,CE,1670.0,1697.75,1670.0,1697.75,1697.75,2,38.9758125,1275,0,2025-12-03
OPTIDX,NIFTY,2026-02-24,27300.0,CE,197.05,197.15,185.0,192.45,241.55,44,786.223945,4485,0,2025-12-03
OPTIDX,NIFTY,2025-12-16,24000.0,CE,2020.0,2030.0,1996.85,2020.35,2035.1,12,234.118125,1575,375,2025-12-03
OPTIDX,NIFTY,2025-12-30,25000.0,CE,1212.0,1212.0,1082.25,1164.1,1164.1,2585,50646.0835,1759925,800,2025-12-03
OPTIDX,NIFTY,2025-12-30,24950.0,CE,1174.0,1174.0,1167.25,1167.25,1173.85,2,39.1809375,900,75,2025-12-03
OPTIDX,NIFTY,2025-12-30,24300.0,CE,1810.0,1835.0,1810.0,1835.0,1835.0,3,58.76625,1500,75,2025-12-03
OPTIDX,NIFTY,2025-12-30,24000.0,CE,2168.9,2170.0,2050.05,2136.6,2136.6,400,7827.11227,993875,-7450,2025-12-03
OPTIDX,NIFTY,2025-12-30,23550.0,CE,2531.15,2600.8,2531.15,2585.95,2585.95,13,254.784187,75,-75,2025-12-03
OPTIDX,NIFTY,2025-12-30,21000.0,CE,5080.0,5111.65,5040.0,5099.7,5099.7,113,2210.19187,384800,-3725,2025-12-03
OPTIDX,NIFTY,2025-12-23,27950.0,CE,4.0,4.45,2.85,4.3,4.3,59,1236.96333,7875,2100,2025-12-03
OPTIDX,NIFTY,2025-12-23,27600.0,CE,3.8,5.0,3.8,4.1,4.1,123,2546.4939,25050,-975,2025-12-03
OPTIDX,NIFTY,2025-12-23,27500.0,CE,6.65,6.65,4.5,5.2,5.2,610,12583.5669,25050,-1275,2025-12-03
OPTIDX,NIFTY,2025-12-23,26850.0,CE,0.0,0.0,0.0,180.85,55.75,0,0.0,0,0,2025-12-03
OPTIDX,NIFTY,2025-12-23,26600.0,CE,80.1,82.45,49.85,59.9,59.9,2596,51901.4238,98625,60525,2025-12-03
OPTIDX,NIFTY,2025-12-23,26500.0,CE,103.1,103.6,67.35,82.7,82.7,5251,104673.172,224175,90600,2025-12-03
OPTIDX,NIFTY,2025-12-23,26200.0,CE,212.05,220.0,157.4,189.65,189.65,2860,56584.0566,133275,31425,2025-12-03
OPTIDX,NIFTY,2025-12-23,26150.0,CE,240.85,241.75,182.6,216.75,216.75,489,9664.9443,28425,20625,2025-12-03
OPTIDX,NIFTY,2025-12-23,25000.0,CE,1165.35,1165.35,1109.35,1111.95,1111.95,3,58.7919,0,-75,2025-12-03
OPTIDX,NIFTY,2025-12-16,27400.0,CE,3.25,4.4,2.75,3.15,3.15,4110,84470.0082,118725,80250,2025-12-03
OPTIDX,NIFTY,2025-12-16,27250.0,CE,5.95,5.95,3.85,4.35,4.35,989,20215.9068,32700,19050,2025-12-03
OPTIDX,NIFTY,2025-12-16,26350.0,CE,119.4,119.4,57.95,75.45,75.45,14576,288846.506,198900,129900,2025-12-03
OPTIDX,NIFTY,2026-09-29,29000.0,CE,0.0,0.0,0.0,587.75,512.2,0,0.0,0,0,2025-12-03
OPTIDX,NIFTY,2025-12-30,25500.0,CE,790.0,790.0,650.0,713.4,713.4,4972,97654.1238,668250,4575,2025-12-03
OPTIDX,NIFTY,2025-12-30,25200.0,PE,43.25,55.55,40.5,42.25,42.25,16133,305502.493,988125,-91500,2025-12-03
OPTIDX,NIFTY,2025-12-30,25800.0,CE,548.65,548.65,430.05,483.1,483.1,8698,171294.04,381375,-47100,2025-12-03
OPTIDX,NIFTY,2025-12-30,27150.0,CE,34.4,34.4,20.0,23.5,23.5,1971,40168.0941,94425,-13200,2025-12-03
OPTIDX,NIFTY,2026-01-27,27650.0,CE,0.0,0.0,0.0,304.3,77.7,0,0.0,0,0,2025-12-03
OPTIDX,NIFTY,2026-01-27,27550.0,CE,0.0,0.0,0.0,327.85,90.45,0,0.0,0,0,2025-12-03
OPTIDX,NIFTY,2026-01-27,27050.0,CE,148.05,150.0,118.25,132.8,132.8,83,1466.69084,5265,780,2025-12-03
OPTIDX,NIFTY,2026-01-27,26800.0,CE,229.0,229.0,179.2,201.75,201.75,1411,24759.534,86775,16445,2025-12-03
OPTIDX,NIFTY,2026-01-27,26500.0,CE,373.65,373.7,286.9,317.1,317.1,5570,97055.7208,482170,73775,2025-12-03
OPTIDX,NIFTY,2026-01-27,26400.0,CE,399.95,399.95,333.4,361.45,361.45,1106,19230.6058,69420,2730,2025-12-03
OPTIDX,NIFTY,2026-01-27,25600.0,CE,855.0,866.0,811.95,865.0,865.0,47,807.487265,7280,845,2025-12-03
OPTIDX,NIFTY,2026-01-27,25450.0,CE,950.0,950.2,950.0,950.2,945.9,2,34.32013,195,65,2025-12-03
OPTIDX,NIFTY,2026-01-27,24150.0,CE,0.0,0.0,0.0,2192.1,2062.7,0,0.0,65,0,2025-12-03
OPTIDX,NIFTY,2026-01-27,23850.0,CE,0.0,0.0,0.0,2474.5,2350.85,0,0.0,65,0,2025-12-03
OPTIDX,NIFTY,2026-01-06,27650.0,CE,0.0,0.0,0.0,62.85,25.65,0,0.0,0,0,2025-12-03
OPTIDX,NIFTY,2026-01-06,25800.0,CE,0.0,0.0,0.0,673.15,561.0,0,0.0,0,0,2025-12-03
OPTIDX,NIFTY,2026-01-06,25450.0,CE,0.0,0.0,0.0,910.35,802.6,0,0.0,0,0,2025-12-03
OPTIDX,NIFTY,2026-01-06,25050.0,CE,0.0,0.0,0.0,1222.2,1127.9,0,0.0,0,0,2025-12-03
OPTIDX,NIFTY,2026-01-06,24700.0,CE,0.0,0.0,0.0,1525.2,1443.1,0,0.0,0,0,2025-12-03
OPTIDX,NIFTY,2026-01-06,24500.0,CE,0.0,0.0,0.0,1707.45,1631.6,0,0.0,0,0,2025-12-03
OPTIDX,NIFTY,2025-12-30,30000.0,CE,2.2,2.45,1.85,2.2,2.2,729,16403.6527,699900,-13425,2025-12-03
OPTIDX,NIFTY,2025-12-30,28000.0,CE,6.4,7.5,5.15,6.2,6.2,16078,337707.648,3616575,-19500,2025-12-03
OPTIDX,NIFTY,2025-12-30,27350.0,CE,19.2,19.2,12.2,14.4,14.4,102,2093.30928,4650,4575,2025-12-03
OPTIDX,NIFTY,2025-12-30,26250.0,CE,255.05,255.05,190.0,221.65,221.65,5648,112083.64,257925,-18975,2025-12-03
OPTIDX,NIFTY,2025-12-30,25400.0,PE,63.0,82.7,60.5,63.85,63.85,17396,332336.82,1049700,-78825,2025-12-03
OPTIDX,NIFTY,2025-12-30,26250.0,PE,314.05,390.15,314.05,329.0,329.0,2028,40469.0331,170475,-27075,2025-12-03
OPTIDX,NIFTY,2026-09-29,27000.0,CE,0.0,0.0,0.0,1156.15,1241.9,0,0.0,0,0,2025-12-03
OPTIDX,NIFTY,2025-12-30,19500.0,CE,0.0,0.0,0.0,6660.0,6568.75,0,0.0,1075,0,2025-12-03
OPTIDX,NIFTY,2025-12-23,27400.0,CE,6.6,7.55,5.55,6.2,6.2,151,3103.73156,15075,2100,2025-12-03
OPTIDX,NIFTY,2025-12-23,26700.0,CE,63.9,63.9,36.45,44.8,44.8,1425,28581.0805,65325,12750,2025-12-03
OPTIDX,NIFTY,2025-12-23,26300.0,CE,190.6,190.6,120.45,145.85,145.85,2407,47723.7009,103500,37500,2025-12-03
OPTIDX,NIFTY,2025-12-23,25850.0,CE,372.4,395.65,342.0,391.3,391.3,117,2300.31056,5250,4425,2025-12-03
OPTIDX,NIFTY,2025-12-23,25600.0,CE,574.5,578.65,517.8,571.85,571.85,25,490.236187,2325,-150,2025-12-03
OPTIDX,NIFTY,2029-06-26,30000.0,CE,0.0,0.0,0.0,5268.4,3128.45,0,0.0,0,0,2025-12-03
OPTIDX,NIFTY,2030-06-25,30000.0,CE,0.0,0.0,0.0,5580.35,4216.2,0,0.0,0,0,2025-12-03
OPTIDX,NIFTY,2025-12-09,25150.0,PE,4.05,6.1,3.4,3.9,3.9,130662,2465084.68,773925,487650,2025-12-03
OPTIDX,NIFTY,2025-12-09,24950.0,CE,1027.4,1045.75,992.15,1045.75,1060.0,5,97.390575,225,-75,2025-12-03
OPTIDX,NIFTY,2025-12-23,24750.0,CE,1347.15,1347.15,1341.55,1344.35,1344.35,2,39.141525,0,0,2025-12-03
OPTIDX,NIFTY,2025-12-23,24450.0,CE,1671.65,1671.65,1649.35,1660.8,1660.8,10,195.830812,75,75,2025-12-03
OPTIDX,NIFTY,2025-12-09,26050.0,PE,113.0,196.2,113.0,135.9,135.9,809421,15910051.5,1135875,-336825,2025-12-03
OPTIDX,NIFTY,2025-12-16,27900.0,CE,1.95,2.9,1.6,1.8,1.8,1417,29652.6982,37650,-16575,2025-12-03
OPTIDX,NIFTY,2025-12-16,27500.0,CE,3.5,3.6,2.5,2.9,2.9,9299,191811.665,406950,39900,2025-12-03
OPTIDX,NIFTY,2025-12-16,27300.0,CE,5.0,5.5,3.35,3.95,3.95,8718,178526.011,272550,93000,2025-12-03
OPTIDX,NIFTY,2025-12-16,26550.0,CE,49.55,51.25,26.8,35.1,35.1,10791,215144.244,211125,93375,2025-12-03
OPTIDX,NIFTY,2025-12-16,26000.0,CE,284.95,284.95,179.85,222.1,222.1,63579,1249698.0,1329150,944775,2025-12-03
OPTIDX,NIFTY,2025-12-16,24200.0,CE,1836.95,1873.4,1836.95,1867.05,1867.05,3,58.62825,75,0,2025-12-03
OPTIDX,NIFTY,2025-12-30,23500.0,CE,2650.0,2665.0,2550.0,2627.75,2627.75,120,2348.87782,189825,150,2025-12-03
