timestamp,open,high,low,close,volume,close_fut,open_interest,close_ce,open_interest_ce,expiry,close_pe,open_interest_pe,ema_5,ema_15,returns,futures_basis,call_iv,put_iv,time_to_expiry,pcr_oi,iv_spread,avg_iv
2025-09-05,24818.85,24832.35,24621.6,24741.0,210071924,,,,,,,,24698.272182283927,24714.144997124935,0.0002708789009593371,,0.2,0.2,,,0.0,0.2
2025-09-08,24802.6,24885.5,24751.55,24773.15,213228202,,,,,,,,24723.231454855955,24721.520622484317,0.0012994624307829383,,0.2,0.2,,,0.0,0.2
2025-09-09,24864.1,24891.8,24814.0,24868.6,226919775,,,,,,,,24771.687636570638,24739.905544673777,0.00385296177514749,,0.2,0.2,,,0.0,0.2
2025-09-10,24991.0,25035.7,24915.05,24973.1,244146466,,,,,,,,24838.825091047092,24769.054851589553,0.004202086164882601,,0.2,0.2,,,0.0,0.2
2025-09-11,24945.5,25037.3,24940.15,25005.5,224570983,,,,,,,,24894.3833940314,24798.61049514086,0.0012973959980939753,,0.2,0.2,,,0.0,0.2
2025-09-12,25074.45,25139.45,25038.05,25114.0,225739766,,,,,,,,24967.588929354268,24838.03418324825,0.004339045410009845,,0.2,0.2,,,0.0,0.2
2025-09-15,25118.9,25138.45,25048.75,25069.2,185375759,,,,,,,,25001.459286236182,24866.929910342224,-0.0017838655729871533,,0.2,0.2,,,0.0,0.2
2025-09-16,25073.6,25261.4,25070.45,25239.1,240122320,,,,,,,,25080.67285749079,24913.45117154945,0.0067772405980246475,,0.2,0.2,,,0.0,0.2
2025-09-17,25276.6,25346.5,25275.35,25330.25,268936695,,,,,,,,25163.8652383272,24965.551025105768,0.0036114599965926253,,0.2,0.2,,,0.0,0.2
2025-09-18,25441.05,25448.55,25329.75,25423.6,272193683,,,,,,,,25250.443492218135,25022.80714696755,0.003685316962919849,,0.2,0.2,,,0.0,0.2
2025-09-19,25410.2,25431.4,25286.3,25327.05,380362832,,,,,,,,25275.978994812092,25060.837503596602,-0.003797652574773047,,0.2,0.2,,,0.0,0.2
2025-09-22,25238.1,25331.7,25151.05,25202.35,254509892,,,,,,,,25251.435996541397,25078.526565647026,-0.004923589600841827,,0.2,0.2,,,0.0,0.2
2025-09-23,25209.0,25261.9,25084.65,25169.5,299204338,,,,,,,,25224.123997694267,25089.89824494115,-0.0013034498766979485,,0.2,0.2,,,0.0,0.2
2025-09-24,25108.75,25149.85,25027.45,25056.9,244382281,,,,,,,,25168.382665129513,25085.773464323505,-0.004473668527384289,,0.2,0.2,,,0.0,0.2
2025-09-25,25034.5,25092.7,24878.3,24890.85,342534768,,,,,,,,25075.87177675301,25061.408031283067,-0.0066269171365972435,,0.2,0.2,,,0.0,0.2
2025-09-26,24818.55,24868.6,24629.45,24654.7,291537949,,,,,,,,24935.48118450201,25010.569527372685,-0.009487422084822228,,0.2,0.2,,,0.0,0.2
2025-09-29,24728.55,24791.3,24606.2,24634.9,394388242,,,,,,,,24835.287456334678,24963.6108364511,-0.0008030923109995092,,0.2,0.2,,,0.0,0.2
2025-09-30,24691.95,24731.8,24587.7,24611.1,304924720,,,,,,,,24760.558304223123,24919.546981894713,-0.000966109056663611,,0.2,0.2,,,0.0,0.2
2025-10-01,24620.55,24867.95,24605.95,24836.3,308135228,,,,,,,,24785.80553614875,24909.141109157874,0.009150342731531813,,0.2,0.2,,,0.0,0.2
2025-10-03,24759.55,24904.8,24747.55,24894.25,366929642,,,,,,,,24821.953690765833,24907.27972051314,0.002333278306350106,,0.2,0.2,,,0.0,0.2
2025-10-06,24916.55,25095.95,24881.65,25077.65,271953070,,,,,,,,24907.18579384389,24928.576005448995,0.007367163099912588,,0.2,0.2,,,0.0,0.2
2025-10-07,25085.3,25220.9,25076.3,25108.3,286833765,,,,,,,,24974.223862562598,24951.04150476787,0.001222203834888802,,0.2,0.2,,,0.0,0.2
2025-10-08,25079.75,25192.5,25008.5,25046.15,225967495,,,,,,,,24998.1992417084,24962.930066671885,-0.0024752770996043783,,0.2,0.2,,,0.0,0.2
2025-10-09,25074.3,25199.25,25024.3,25181.8,286253252,,,,,,,,25059.399494472265,24990.288808337897,0.005416002060196767,,0.2,0.2,,,0.0,0.2
2025-10-10,25167.65,25330.75,25156.85,25285.35,232943306,,,,,,,,25134.71632964818,25027.17145729566,0.004112096831838885,,0.2,0.2,,,0.0,0.2
2025-10-13,25177.3,25267.3,25152.3,25227.35,234285202,,,,,,,,25165.594219765455,25052.193775133703,-0.002293818357270161,,0.2,0.2,,,0.0,0.2
2025-10-14,25277.55,25310.35,25060.55,25145.5,292129083,,,,,,,,25158.896146510306,25063.85705324199,-0.0032444945664129587,,0.2,0.2,,,0.0,0.2
2025-10-15,25181.95,25365.15,25159.35,25323.55,289930172,,,,,,,,25213.780764340205,25096.31867158674,0.007080789803344478,,0.2,0.2,,,0.0,0.2
2025-10-16,25394.9,25625.4,25376.85,25585.3,372777021,,,,,,,,25337.62050956014,25157.441337638396,0.010336228530360092,,0.2,0.2,,,0.0,0.2
2025-10-17,25546.85,25781.5,25508.6,25709.85,422055809,,,,,,,,25461.697006373426,25226.4924204336,0.00486802968892297,,0.2,0.2,,,0.0,0.2
2025-10-20,25824.6,25926.2,25788.5,25843.15,301133193,,,,,,,,25588.848004248954,25303.574617879396,0.0051847832640019575,,0.2,0.2,,,0.0,0.2
2025-10-21,25901.2,25934.35,25825.8,25868.6,42477128,,,,,,,,25682.098669499304,25374.20279064447,0.0009847870712353934,,0.2,0.2,,,0.0,0.2
2025-10-23,26057.2,26104.2,25862.45,25891.4,448404894,,,,,,,,25751.865779666205,25438.85244181391,0.000881377422821572,,0.2,0.2,,,0.0,0.2
2025-10-24,25935.1,25944.15,25718.2,25795.15,284913477,,,,,,,,25766.29385311081,25483.38963658717,-0.003717450582046533,,0.2,0.2,,,0.0,0.2
2025-10-27,25843.2,26005.95,25827.0,25966.05,266337274,,,,,,,,25832.879235407207,25543.72218201377,0.006625276457008278,,0.2,0.2,,,0.0,0.2
2025-10-28,25939.95,26041.7,25810.05,25936.2,395231207,,,,,,,,25867.319490271475,25592.781909262052,-0.001149578006666374,,0.2,0.2,,,0.0,0.2
2025-10-29,25982.0,26097.85,25960.3,26053.9,321880610,,,,,,,,25929.51299351432,25650.421670604293,0.004538058774994136,,0.2,0.2,,,0.0,0.2
2025-10-30,25984.4,26032.05,25845.25,25877.85,257373001,,,,,,,,25912.291995676213,25678.850211778758,-0.006757145763206407,,0.2,0.2,,,0.0,0.2
2025-10-31,25863.8,25953.75,25711.2,25722.1,334384400,,,,,,,,25848.894663784144,25684.25643530641,-0.006018660746545779,,0.2,0.2,,,0.0,0.2
2025-11-03,25696.85,25803.1,25645.5,25763.35,275858501,,,,,,,,25820.379775856098,25694.14313089311,0.0016036793263380922,,0.2,0.2,,,0.0,0.2
2025-11-04,25744.75,25787.4,25578.4,25597.65,305143084,,,,,,,,25746.1365172374,25682.08148953147,-0.00643161700632866,,0.2,0.2,,,0.0,0.2
2025-11-06,25593.35,25679.15,25491.55,25509.7,371852417,,,,,,,,25667.324344824934,25660.533803340037,-0.0034358622764198987,,0.2,0.2,,,0.0,0.2
2025-11-07,25433.8,25551.25,25318.45,25492.3,305606393,,,,,,,,25608.982896549955,25639.50457792253,-0.0006820934781671673,,0.2,0.2,,,0.0,0.2
2025-11-10,25503.5,25653.45,25503.5,25574.35,243592948,,,,,,,,25597.438597699973,25631.360255682215,0.0032186189555276634,,0.2,0.2,,,0.0,0.2
2025-11-11,25617.0,25715.8,25449.25,25694.95,297714069,,,,,,,,25629.94239846665,25639.30897372194,0.004715662372650753,,0.2,0.2,,,0.0,0.2
2025-11-12,25834.3,25934.55,25781.15,25875.8,343864299,,,,,,,,25711.8949323111,25668.8703520067,0.007038348002233796,,0.2,0.2,,,0.0,0.2
2025-11-13,25906.1,26010.7,25808.4,25879.15,385170023,,,,,,,,25767.646621540734,25695.155308005862,0.00012946459626372864,,0.2,0.2,,,0.0,0.2
2025-11-14,25767.9,25940.2,25740.8,25910.05,518943416,,,,,,,,25815.11441436049,25722.017144505127,0.001194011395273753,,0.2,0.2,,,0.0,0.2
2025-11-17,25948.2,26024.2,25906.35,26013.45,264610565,,,,,,,,25881.226276240326,25758.446251441987,0.003990729465979559,,0.2,0.2,,,0.0,0.2
2025-11-18,26021.8,26029.85,25876.5,25910.05,280000989,,,,,,,,25890.834184160216,25777.396720011737,-0.0039748668477268545,,0.2,0.2,,,0.0,0.2
2025-11-19,25918.1,26074.65,25856.2,26052.65,250110008,,,,,,,,25944.772789440147,25811.803380010268,0.005503655917298511,,0.2,0.2,,,0.0,0.2
2025-11-20,26132.1,26246.65,26063.2,26192.15,240425729,,,,,,,,26027.23185962677,25859.346707508983,0.005354541668505908,,0.2,0.2,,,0.0,0.2
2025-11-21,26109.55,26179.2,26052.2,26068.15,235581427,,,,,,,,26040.871239751184,25885.44711907036,-0.004734242893385976,,0.2,0.2,,,0.0,0.2
2025-11-24,26122.8,26142.8,25912.15,25959.5,464655063,,,,,,,,26013.74749316746,25894.703729186564,-0.004167921390662577,,0.2,0.2,,,0.0,0.2
2025-11-25,25998.5,26032.6,25857.5,25884.8,260454909,,,,,,,,25970.764995444973,25893.465763038243,-0.0028775592750245327,,0.2,0.2,,,0.0,0.2
2025-11-26,25842.95,26215.15,25842.95,26205.3,275265169,,,,,,,,26048.94333029665,25932.44504265846,0.01238178390406719,,0.2,0.2,,,0.0,0.2
2025-11-27,26261.25,26310.45,26141.9,26215.55,240287057,,,,,,,,26104.478886864435,25967.83316232615,0.00039114224985015156,,0.2,0.2,,,0.0,0.2
2025-11-28,26237.45,26280.75,26172.4,26202.95,202511545,,,,,,,,26137.30259124296,25997.222767035382,-0.0004806307706685109,,0.2,0.2,,,0.0,0.2
2025-12-01,26325.8,26325.8,26124.2,26175.75,213828573,26334.7,14077275.0,803.0,3640.0,2026-02-24,70.1,9450750.0,26150.118394161975,26019.53867115596,-0.0010380510591364578,158.95000000000073,0.2,0.2,0.2328767123287671,2596.3598901098903,0.0,0.2
2025-12-02,26087.95,26154.6,25997.85,26032.2,254803113,26213.0,14568000.0,623.65,8060.0,2026-01-27,25.3,9454050.0,26110.81226277465,26021.121337261466,-0.005484083550614582,180.79999999999927,0.2,0.2,0.15342465753424658,1172.9590570719604,0.0,0.2
2025-12-03,26004.9,26066.45,25891.0,25986.0,265660108,26136.2,15189000.0,4200.0,150.0,2027-12-28,560.0,3825.0,26069.208175183103,26016.731170103783,-0.001774725148085854,150.20000000000073,0.2,0.2,2.0684931506849313,25.5,0.0,0.2
2025-12-04,25981.85,26098.25,25938.95,26033.75,248099545,26186.5,15098475.0,116.05,4622700.0,2025-12-09,90.95,3404250.0,26057.388783455404,26018.858523840812,0.0018375278996383138,152.75,0.2,0.2,0.0136986301369863,0.7364202738659225,0.0,0.2
2025-12-05,25999.8,26202.6,25985.35,26186.45,249254405,26333.2,14727075.0,556.2,112580.0,2026-01-27,204.85,3965.0,26100.409188970272,26039.807458360712,0.00586546310078262,146.75,0.2,0.2,0.14520547945205478,0.03521939953810624,0.0,0.2
2025-12-08,26159.8,26178.7,25892.25,25960.55,320729920,26064.7,15977700.0,181.05,620250.0,2025-12-16,58.2,5983125.0,26053.789459313517,26029.900276065622,-0.008626598870790092,104.15000000000146,0.2,0.2,0.021917808219178082,9.646311970979443,0.0,0.2
2025-12-09,25867.1,25923.65,25728.0,25839.65,275978160,25960.2,16474200.0,2.95,22185975.0,2025-12-09,12.05,7807575.0,25982.409639542348,26006.118991557418,-0.004657066202372384,120.54999999999927,0.2,0.2,0.0001,0.3519148921785047,0.0,0.2
2025-12-10,25864.05,25947.65,25734.55,25758.0,207944446,25863.9,16857150.0,301.5,110625.0,2025-12-30,238.8,325.0,25907.606426361566,25975.10411761274,-0.00315987252149319,105.90000000000146,0.2,0.2,0.0547945205479452,0.0029378531073446326,0.0,0.2
2025-12-11,25771.4,25922.8,25693.25,25898.55,206099631,25863.9,16857150.0,301.5,110625.0,2025-12-30,238.8,325.0,25904.58761757438,25965.534852911147,0.005456557186116928,-34.64999999999782,0.2,0.2,0.052054794520547946,0.0029378531073446326,0.0,0.2
2025-12-12,25971.2,26057.6,25938.45,26046.95,216344338,25863.9,16857150.0,301.5,110625.0,2025-12-30,238.8,325.0,25952.041745049588,25975.711746297256,0.0057300505240640565,-183.04999999999927,0.2,0.2,0.049315068493150684,0.0029378531073446326,0.0,0.2
2025-12-15,25930.05,26047.15,25904.75,26027.3,181557703,25863.9,16857150.0,301.5,110625.0,2025-12-30,238.8,325.0,25977.12783003306,25982.1602780101,-0.000754406945918884,-163.39999999999782,0.2,0.2,0.0410958904109589,0.0029378531073446326,0.0,0.2
2025-12-16,25951.5,25980.75,25834.35,25860.1,264351195,25863.9,16857150.0,301.5,110625.0,2025-12-30,238.8,325.0,25938.118553355376,25966.902743258837,-0.006424024005563411,3.8000000000029104,0.2,0.2,0.038356164383561646,0.0029378531073446326,0.0,0.2
2025-12-17,25902.4,25929.15,25770.35,25818.55,206521258,25863.9,16857150.0,301.5,110625.0,2025-12-30,238.8,325.0,25898.262368903583,25948.35865035148,-0.0016067223251263751,45.35000000000218,0.2,0.2,0.03561643835616438,0.0029378531073446326,0.0,0.2
2025-12-18,25764.7,25902.35,25726.3,25815.55,197553755,25863.9,16857150.0,301.5,110625.0,2025-12-30,238.8,325.0,25870.691579269056,25931.757569057547,-0.00011619552608488348,48.35000000000218,0.2,0.2,0.03287671232876712,0.0029378531073446326,0.0,0.2
2025-12-19,25911.5,25993.35,25880.45,25966.4,382927284,25863.9,16857150.0,301.5,110625.0,2025-12-30,238.8,325.0,25902.594386179375,25936.087872925353,0.005843377344275202,-102.5,0.2,0.2,0.030136986301369864,0.0029378531073446326,0.0,0.2
2025-12-22,26055.85,26180.7,26047.8,26172.4,252990050,25863.9,16857150.0,301.5,110625.0,2025-12-30,238.8,325.0,25992.529590786253,25965.626888809682,0.007933329225460639,-308.5,0.2,0.2,0.021917808219178082,0.0029378531073446326,0.0,0.2
2025-12-23,26205.2,26233.55,26119.05,26177.15,216553840,25863.9,16857150.0,301.5,110625.0,2025-12-30,238.8,325.0,26054.06972719084,25992.067277708473,0.00018148889670044355,-313.25,0.2,0.2,0.019178082191780823,0.0029378531073446326,0.0,0.2
2025-12-24,26170.65,26236.4,26123.0,26142.1,188846828,25863.9,16857150.0,301.5,110625.0,2025-12-30,238.8,325.0,26083.41315146056,26010.821367994915,-0.0013389540114184806,-278.1999999999971,0.2,0.2,0.01643835616438356,0.0029378531073446326,0.0,0.2
2025-12-26,26121.25,26144.2,26008.6,26042.3,142243763,25863.9,16857150.0,301.5,110625.0,2025-12-30,238.8,325.0,26069.708767640375,26014.75619699555,-0.003817596903079701,-178.39999999999782,0.2,0.2,0.010958904109589041,0.0029378531073446326,0.0,0.2
2025-12-29,26063.35,26106.8,25920.3,25942.1,234312888,25863.9,16857150.0,301.5,110625.0,2025-12-30,238.8,325.0,26027.17251176025,26005.674172371106,-0.0038475864266981352,-78.19999999999709,0.2,0.2,0.0027397260273972603,0.0029378531073446326,0.0,0.2
2025-12-30,25940.9,25976.75,25878.0,25938.85,396893959,25863.9,16857150.0,301.5,110625.0,2025-12-30,238.8,325.0,25997.731674506835,25997.32115082472,-0.0001252789866664772,-74.94999999999709,0.2,0.2,0.0001,0.0029378531073446326,0.0,0.2
2025-12-31,25971.05,26187.95,25969.0,26129.6,246314941,25863.9,16857150.0,301.5,110625.0,2025-12-30,238.8,325.0,26041.687783004556,26013.85600697163,0.00735383411369428,-265.6999999999971,0.2,0.2,0.0001,0.0029378531073446326,0.0,0.2
2026-01-01,26173.3,26197.55,26113.4,26146.55,425631910,25863.9,16857150.0,301.5,110625.0,2025-12-30,238.8,325.0,26076.641855336373,26030.442756100176,0.0006486896087196659,-282.6499999999978,0.2,0.2,0.0001,0.0029378531073446326,0.0,0.2
2026-01-02,26155.1,26340.0,26118.4,26328.55,357547806,25863.9,16857150.0,301.5,110625.0,2025-12-30,238.8,325.0,26160.611236890916,26067.706161587652,0.0069607653782239876,-464.6499999999978,0.2,0.2,0.0001,0.0029378531073446326,0.0,0.2
2026-01-05,26333.7,26373.2,26210.05,26250.3,338777649,25863.9,16857150.0,301.5,110625.0,2025-12-30,238.8,325.0,26190.50749126061,26090.530391389195,-0.0029720588486642496,-386.3999999999978,0.2,0.2,0.0001,0.0029378531073446326,0.0,0.2
2026-01-06,26189.7,26273.95,26124.75,26178.7,383040203,25863.9,16857150.0,301.5,110625.0,2025-12-30,238.8,325.0,26186.57166084041,26101.55159246555,-0.0027275878751861216,-314.7999999999993,0.2,0.2,0.0001,0.0029378531073446326,0.0,0.2
2026-01-07,26143.1,26187.15,26067.9,26140.75,338216740,25863.9,16857150.0,301.5,110625.0,2025-12-30,238.8,325.0,26171.29777389361,26106.451393407355,-0.0014496518161711824,-276.84999999999854,0.2,0.2,0.0001,0.0029378531073446326,0.0,0.2
2026-01-08,26106.5,26133.2,25858.45,25876.85,328520950,25863.9,16857150.0,301.5,110625.0,2025-12-30,238.8,325.0,26073.148515929075,26077.751219231435,-0.010095349215305638,-12.94999999999709,0.2,0.2,0.0001,0.0029378531073446326,0.0,0.2
2026-01-09,25840.4,25940.6,25623.0,25683.3,348757262,25863.9,16857150.0,301.5,110625.0,2025-12-30,238.8,325.0,25943.199010619384,26028.444816827505,-0.007479658459201954,180.60000000000218,0.2,0.2,0.0001,0.0029378531073446326,0.0,0.2
2026-01-12,25669.05,25813.15,25473.4,25790.25,275757268,25863.9,16857150.0,301.5,110625.0,2025-12-30,238.8,325.0,25892.21600707959,25998.670464724066,0.004164184509000135,73.65000000000146,0.2,0.2,0.0001,0.0029378531073446326,0.0,0.2
2026-01-13,25897.35,25899.8,25603.3,25732.3,339536336,25863.9,16857150.0,301.5,110625.0,2025-12-30,238.8,325.0,25838.910671386395,25965.374156633556,-0.002246973177848277,131.60000000000218,0.2,0.2,0.0001,0.0029378531073446326,0.0,0.2
