instrument,symbol,expiry,expiry_dt_final,strike,option_type,open,high,low,close,settle_pr,volume,val_inlakh,open_int,chg_in_oi,timestamp
FUTSTK,GAIL,30-Dec-2025,2025-12-30,,,177.25,177.89,175.29,175.8,175.8,4488,24884.0685,85503600,1543500,2025-12-01
FUTSTK,HAVELLS,27-Jan-2026,2026-01-27,,,1459.9,1464.0,1445.8,1447.4,1447.4,51,370.656,181000,5500,2025-12-01
FUTSTK,HAVELLS,24-Feb-2026,2026-02-24,,,1471.3,1471.3,1451.8,1454.5,1454.5,7,51.208,15000,2000,2025-12-01
FUTSTK,HAVELLS,30-Dec-2025,2025-12-30,,,1449.1,1458.2,1438.1,1440.3,1440.3,1355,9794.9195,7804000,29500,2025-12-01
FUTSTK,HDFCBANK,27-Jan-2026,2026-01-27,,,1027.0,1029.0,1010.2,1013.4,1013.4,1897,10602.834,3870900,464750,2025-12-01
FUTSTK,HDFCBANK,24-Feb-2026,2026-02-24,,,1028.0,1033.5,1016.7,1019.2,1019.2,101,568.3216,95700,32450,2025-12-01
FUTSTK,HDFCBANK,30-Dec-2025,2025-12-30,,,1020.0,1020.9,1003.6,1006.7,1006.7,22598,125470.225,200171950,-3200450,2025-12-01
FUTSTK,HEROMOTOCO,30-Dec-2025,2025-12-30,,,6251.5,6368.0,6237.0,6322.5,6322.5,7028,66648.2085,5930100,88800,2025-12-01
FUTSTK,HEROMOTOCO,24-Feb-2026,2026-02-24,,,6270.0,6351.0,6270.0,6321.5,6321.5,55,521.72925,14850,4500,2025-12-01
FUTSTK,HEROMOTOCO,27-Jan-2026,2026-01-27,,,6283.5,6390.0,6267.5,6345.0,6345.0,284,2703.042,77850,7050,2025-12-01
FUTSTK,MANKIND,30-Dec-2025,2025-12-30,,,2264.6,2269.4,2238.0,2244.2,2244.2,2417,12235.632,2147625,70425,2025-12-01
FUTSTK,MANKIND,24-Feb-2026,2026-02-24,,,2276.5,2276.5,2269.0,2269.0,2269.0,11,56.2401,5625,2475,2025-12-01
FUTSTK,MANKIND,27-Jan-2026,2026-01-27,,,2279.3,2279.3,2254.0,2255.6,2255.6,29,147.609,72225,1800,2025-12-01
FUTSTK,MAZDOCK,24-Feb-2026,2026-02-24,,,2730.0,2735.0,2715.0,2719.8,2719.8,70,382.0582,16400,12200,2025-12-01
FUTSTK,MAZDOCK,27-Jan-2026,2026-01-27,,,2725.8,2732.3,2696.4,2705.7,2705.7,138,748.2392,189400,11000,2025-12-01
FUTSTK,MAZDOCK,30-Dec-2025,2025-12-30,,,2666.3,2714.9,2666.0,2687.6,2687.6,1698,8000.6913,3779475,71925,2025-12-01
FUTSTK,MCX,24-Feb-2026,2026-02-24,,,10400.0,10461.0,10313.0,10376.0,10376.0,40,519.62125,14000,375,2025-12-01
FUTSTK,MCX,30-Dec-2025,2025-12-30,,,10230.0,10352.0,10182.0,10250.0,10250.0,5286,67854.3812,2374250,-48875,2025-12-01
FUTSTK,MCX,27-Jan-2026,2026-01-27,,,10320.0,10404.0,10250.0,10311.0,10311.0,224,2893.11375,64500,-625,2025-12-01
FUTIDX,NIFTY,24-Feb-2026,2026-02-24,,,26750.0,26794.9,26616.0,26645.7,26645.7,1355,23513.1712,181870,37180,2025-12-01
FUTIDX,NIFTY,27-Jan-2026,2026-01-27,,,26639.9,26649.9,26472.0,26503.1,26503.1,3933,67878.8079,926380,10595,2025-12-01
FUTIDX,NIFTY,30-Dec-2025,2025-12-30,,,26455.1,26493.8,26301.4,26334.7,26334.7,65083,1287548.49,14077275,458175,2025-12-01
FUTSTK,NUVAMA,27-Jan-2026,2026-01-27,,,7560.5,7662.5,7475.0,7503.0,7503.0,55,414.882,3900,100,2025-12-01
FUTSTK,NUVAMA,30-Dec-2025,2025-12-30,,,7536.5,7650.0,7453.0,7488.0,7488.0,1461,8263.36425,378525,17700,2025-12-01
FUTSTK,NUVAMA,24-Feb-2026,2026-02-24,,,7515.0,7515.0,7515.0,7515.0,7553.5,1,7.515,1200,100,2025-12-01
FUTSTK,PETRONET,27-Jan-2026,2026-01-27,,,276.1,276.5,274.0,275.65,275.65,672,3518.8988,1734700,1124800,2025-12-01
FUTSTK,PETRONET,30-Dec-2025,2025-12-30,,,274.65,274.8,272.2,273.5,273.5,1686,8299.8243,43241400,48600,2025-12-01
FUTSTK,PETRONET,24-Feb-2026,2026-02-24,,,277.05,277.6,276.6,276.8,276.8,18,94.74445,64600,22800,2025-12-01
FUTSTK,PPLPHARMA,24-Feb-2026,2026-02-24,,,189.21,189.39,189.21,189.39,187.34,3,14.9086875,15750,7875,2025-12-01
FUTSTK,PPLPHARMA,27-Jan-2026,2026-01-27,,,188.61,190.81,185.28,185.94,185.94,89,438.931237,1354500,84000,2025-12-01
FUTSTK,PPLPHARMA,30-Dec-2025,2025-12-30,,,187.71,189.84,184.06,185.02,185.02,2194,10221.1925,20077500,-400000,2025-12-01
FUTSTK,SIEMENS,27-Jan-2026,2026-01-27,,,3333.3,3351.0,3312.0,3341.5,3341.5,50,291.467575,37975,2450,2025-12-01
FUTSTK,SIEMENS,30-Dec-2025,2025-12-30,,,3327.5,3333.4,3291.6,3323.1,3323.1,1836,7605.66325,2660750,2250,2025-12-01
FUTSTK,SIEMENS,24-Feb-2026,2026-02-24,,,3345.0,3355.0,3325.0,3352.4,3352.4,11,64.3776,5075,525,2025-12-01
FUTSTK,UNITDSPR,24-Feb-2026,2026-02-24,,,1464.8,1471.7,1462.5,1467.0,1466.6,24,140.8184,8800,5600,2025-12-01
FUTSTK,UNITDSPR,30-Dec-2025,2025-12-30,,,1457.3,1459.2,1442.8,1456.4,1456.4,1817,10545.1376,12787600,-8000,2025-12-01
FUTSTK,UNITDSPR,27-Jan-2026,2026-01-27,,,1459.6,1466.8,1453.6,1465.6,1465.6,46,268.5008,104800,-2400,2025-12-01
FUTSTK,AMBER,27-Jan-2026,2026-01-27,,,6856.0,6859.0,6724.5,6803.5,6803.5,198,1343.656,84200,6600,2025-12-01
FUTSTK,AMBER,24-Feb-2026,2026-02-24,,,0.0,0.0,0.0,6700.0,7168.0,0,0.0,2800,0,2025-12-01
FUTSTK,AMBER,30-Dec-2025,2025-12-30,,,6971.0,7004.0,6850.0,6928.5,6928.5,2637,18240.1655,1174200,-20900,2025-12-01
FUTSTK,BAJFINANCE,27-Jan-2026,2026-01-27,,,1053.8,1053.8,1030.1,1031.4,1031.4,534,4158.48675,1194000,122250,2025-12-01
FUTSTK,BAJFINANCE,30-Dec-2025,2025-12-30,,,1045.8,1047.0,1023.4,1025.0,1025.0,8242,63729.7372,90251250,-1278750,2025-12-01
FUTSTK,BAJFINANCE,24-Feb-2026,2026-02-24,,,1059.3,1059.3,1037.0,1037.6,1037.6,82,641.57925,96000,30750,2025-12-01
FUTSTK,CANBK,27-Jan-2026,2026-01-27,,,154.28,154.95,150.92,151.81,151.81,452,4655.53777,5184000,243000,2025-12-01
FUTSTK,CANBK,30-Dec-2025,2025-12-30,,,153.18,154.11,149.9,151.06,151.06,6328,64767.1308,129006000,-411750,2025-12-01
FUTSTK,CANBK,24-Feb-2026,2026-02-24,,,155.25,155.84,151.97,152.95,152.95,74,766.001475,661500,189000,2025-12-01
FUTSTK,DMART,30-Dec-2025,2025-12-30,,,4021.9,4036.0,3969.1,3985.9,3985.9,2105,12617.3907,5134950,44250,2025-12-01
FUTSTK,DMART,24-Feb-2026,2026-02-24,,,4050.4,4050.4,4008.0,4019.4,4019.4,22,132.88095,6300,2700,2025-12-01
FUTSTK,DMART,27-Jan-2026,2026-01-27,,,4037.2,4038.4,3988.0,4001.4,4001.4,157,944.34,106500,8250,2025-12-01
FUTIDX,FINNIFTY,24-Feb-2026,2026-02-24,,,0.0,0.0,0.0,27828.7,28189.4,0,0.0,0,0,2025-12-01
FUTIDX,FINNIFTY,30-Dec-2025,2025-12-30,,,28080.0,28169.9,27901.4,27940.1,27940.1,424,7715.99796,33540,910,2025-12-01
FUTIDX,FINNIFTY,27-Jan-2026,2026-01-27,,,28250.0,28250.0,28250.0,28250.0,28065.4,1,16.95,240,0,2025-12-01
FUTSTK,HINDZINC,30-Dec-2025,2025-12-30,,,500.35,506.25,494.9,502.55,502.55,11764,72200.3748,36199975,-240100,2025-12-01
FUTSTK,HINDZINC,24-Feb-2026,2026-02-24,,,508.0,512.0,501.0,508.5,508.5,236,1469.48305,205800,132300,2025-12-01
FUTSTK,HINDZINC,27-Jan-2026,2026-01-27,,,497.3,509.0,497.3,505.65,505.65,794,4901.77992,1289925,138425,2025-12-01
FUTSTK,IREDA,24-Feb-2026,2026-02-24,,,145.9,146.35,144.0,144.0,144.42,19,95.26554,134550,17250,2025-12-01
FUTSTK,IREDA,30-Dec-2025,2025-12-30,,,143.92,145.26,142.42,143.07,143.07,955,4738.46598,37943100,665850,2025-12-01
FUTSTK,IREDA,27-Jan-2026,2026-01-27,,,145.0,145.9,143.25,143.83,143.83,92,459.26952,4191750,106950,2025-12-01
FUTSTK,LICHSGFIN,27-Jan-2026,2026-01-27,,,559.05,560.95,555.5,557.6,557.6,50,279.1115,879000,20000,2025-12-01
FUTSTK,LICHSGFIN,30-Dec-2025,2025-12-30,,,555.7,557.1,551.95,553.75,553.75,1118,6199.089,34019000,-63000,2025-12-01
FUTSTK,LICHSGFIN,24-Feb-2026,2026-02-24,,,562.8,562.8,558.25,558.25,558.05,5,27.962,27000,-2000,2025-12-01
FUTSTK,LTIM,27-Jan-2026,2026-01-27,,,6178.0,6218.0,6155.5,6181.0,6181.0,69,640.18575,20850,-1050,2025-12-01
FUTSTK,LTIM,24-Feb-2026,2026-02-24,,,6222.0,6222.0,6184.5,6205.0,6235.5,5,46.57125,1500,600,2025-12-01
FUTSTK,LTIM,30-Dec-2025,2025-12-30,,,6137.0,6189.0,6123.5,6157.0,6157.0,2600,24019.5712,2299500,-20100,2025-12-01
FUTSTK,LUPIN,27-Jan-2026,2026-01-27,,,2110.0,2125.8,2083.5,2105.9,2105.9,102,911.736775,120275,5950,2025-12-01
FUTSTK,LUPIN,24-Feb-2026,2026-02-24,,,2133.4,2142.7,2101.0,2120.0,2120.0,12,108.383075,11050,4250,2025-12-01
FUTSTK,LUPIN,30-Dec-2025,2025-12-30,,,2099.0,2116.8,2071.9,2089.8,2089.8,3329,29567.76,9270950,-113050,2025-12-01
FUTSTK,RVNL,30-Dec-2025,2025-12-30,,,315.35,319.9,311.2,313.2,313.2,2953,12833.1149,38369375,-163625,2025-12-01
FUTSTK,RVNL,27-Jan-2026,2026-01-27,,,309.8,313.0,305.5,307.15,307.15,698,3299.39163,3161325,94550,2025-12-01
FUTSTK,RVNL,24-Feb-2026,2026-02-24,,,308.05,309.0,301.95,303.1,303.1,171,796.831562,463600,56425,2025-12-01
FUTSTK,SHRIRAMFIN,24-Feb-2026,2026-02-24,,,865.0,873.4,862.95,862.95,862.95,47,336.084375,69300,22275,2025-12-01
FUTSTK,SHRIRAMFIN,30-Dec-2025,2025-12-30,,,864.8,871.0,855.15,857.1,857.1,7809,55466.4742,54204150,1175625,2025-12-01
FUTSTK,SHRIRAMFIN,27-Jan-2026,2026-01-27,,,865.6,875.0,860.0,861.2,861.2,250,1783.22306,749925,41250,2025-12-01
FUTSTK,TMPV,27-Jan-2026,2026-01-27,,,363.3,369.4,363.0,367.75,367.75,1414,4143.7308,5171200,-34400,2025-12-01
FUTSTK,TMPV,24-Feb-2026,2026-02-24,,,365.0,372.4,365.0,369.95,369.95,279,823.4336,377600,75200,2025-12-01
FUTSTK,TMPV,30-Dec-2025,2025-12-30,,,361.0,367.25,360.55,365.6,365.6,20043,58365.9416,81000000,-492000,2025-12-01
FUTSTK,ANGELONE,24-Feb-2026,2026-02-24,,,2725.0,2751.8,2710.0,2725.8,2725.8,11,75.03775,7500,750,2025-12-01
FUTSTK,ANGELONE,27-Jan-2026,2026-01-27,,,2703.5,2760.0,2700.0,2728.5,2728.5,247,1683.248,117250,500,2025-12-01
FUTSTK,ANGELONE,30-Dec-2025,2025-12-30,,,2729.9,2771.0,2685.9,2741.9,2741.9,2769,18941.8997,2787500,43000,2025-12-01
FUTSTK,AUBANK,27-Jan-2026,2026-01-27,,,961.95,968.15,957.15,958.15,958.15,161,1546.8835,353000,21000,2025-12-01
FUTSTK,AUBANK,24-Feb-2026,2026-02-24,,,965.0,967.3,959.05,960.0,960.0,7,67.349,18000,-1000,2025-12-01
FUTSTK,AUBANK,30-Dec-2025,2025-12-30,,,959.8,966.0,952.4,954.75,954.75,2382,22810.382,15521000,109000,2025-12-01
FUTSTK,BANDHANBNK,30-Dec-2025,2025-12-30,,,151.49,152.07,150.41,151.19,151.19,1864,10138.6004,119833200,309600,2025-12-01
FUTSTK,BANDHANBNK,24-Feb-2026,2026-02-24,,,153.06,153.28,152.34,152.5,152.07,40,219.9672,475200,97200,2025-12-01
FUTSTK,BANDHANBNK,27-Jan-2026,2026-01-27,,,152.17,152.9,151.25,152.09,152.09,149,815.01624,6102000,28800,2025-12-01
FUTSTK,CAMS,27-Jan-2026,2026-01-27,,,3945.6,4030.1,3941.1,3955.9,3955.9,260,1556.18055,66000,5850,2025-12-01
FUTSTK,CAMS,24-Feb-2026,2026-02-24,,,3980.0,4010.0,3950.0,3953.9,3960.7,20,119.5449,6150,900,2025-12-01
FUTSTK,CAMS,30-Dec-2025,2025-12-30,,,3926.9,4005.4,3913.8,3932.8,3932.8,4249,25250.997,1771050,29550,2025-12-01
FUTSTK,HINDALCO,27-Jan-2026,2026-01-27,,,825.7,825.7,818.4,821.1,821.1,297,1707.81485,644700,75600,2025-12-01
FUTSTK,HINDALCO,30-Dec-2025,2025-12-30,,,818.4,822.0,813.2,816.05,816.05,4691,26822.8324,80332700,35000,2025-12-01
FUTSTK,HINDALCO,24-Feb-2026,2026-02-24,,,828.3,828.3,824.0,825.6,825.6,18,104.08755,47600,4900,2025-12-01
FUTSTK,IIFL,30-Dec-2025,2025-12-30,,,579.8,595.1,579.8,590.75,590.75,2156,20983.592,12482250,-504900,2025-12-01
FUTSTK,IIFL,27-Jan-2026,2026-01-27,,,587.9,598.5,587.4,595.3,595.3,96,939.708,160050,18150,2025-12-01
FUTSTK,IRFC,24-Feb-2026,2026-02-24,,,120.5,120.63,119.0,119.0,118.68,10,50.883125,178500,29750,2025-12-01
FUTSTK,IRFC,27-Jan-2026,2026-01-27,,,119.18,120.2,118.01,118.41,118.41,74,374.448375,3170500,46750,2025-12-01
FUTSTK,IRFC,30-Dec-2025,2025-12-30,,,118.42,119.49,117.38,117.72,117.72,572,2873.67617,38709000,544000,2025-12-01
FUTIDX,MIDCPNIFTY,27-Jan-2026,2026-01-27,,,14246.0,14263.85,14135.05,14179.8,14179.8,157,2677.5588,38880,600,2025-12-01
FUTIDX,MIDCPNIFTY,24-Feb-2026,2026-02-24,,,14288.35,14299.9,14238.05,14256.0,14235.8,13,222.66594,1800,-360,2025-12-01
FUTIDX,MIDCPNIFTY,30-Dec-2025,2025-12-30,,,14185.15,14202.3,14066.85,14111.85,14111.85,3099,61340.733,2531620,-43680,2025-12-01
FUTSTK,NAUKRI,30-Dec-2025,2025-12-30,,,1336.1,1374.8,1336.1,1371.3,1371.3,2456,12521.0028,7607250,-181500,2025-12-01
FUTSTK,NAUKRI,27-Jan-2026,2026-01-27,,,1354.9,1383.7,1348.0,1380.7,1380.7,102,523.20825,77250,-4875,2025-12-01
FUTSTK,NAUKRI,24-Feb-2026,2026-02-24,,,1365.0,1389.0,1365.0,1387.1,1387.1,11,56.986125,6750,-375,2025-12-01
FUTSTK,NCC,30-Dec-2025,2025-12-30,,,173.97,176.0,170.67,171.67,171.67,1854,8650.65771,25555500,542700,2025-12-01
FUTSTK,RECLTD,30-Dec-2025,2025-12-30,,,363.75,364.5,358.65,359.7,359.7,2699,12431.366,88284825,295800,2025-12-01
FUTSTK,RECLTD,24-Feb-2026,2026-02-24,,,366.0,366.0,361.0,361.7,361.7,99,503.3462,309400,95200,2025-12-01
FUTSTK,RECLTD,27-Jan-2026,2026-01-27,,,366.1,366.6,361.15,361.9,361.9,345,1755.8611,4242000,95200,2025-12-01
FUTSTK,SBICARD,27-Jan-2026,2026-01-27,,,886.55,886.55,876.1,880.75,880.75,105,739.01,460800,11200,2025-12-01
FUTSTK,SBICARD,24-Feb-2026,2026-02-24,,,880.1,880.1,875.0,877.25,888.3,5,35.106,10400,4000,2025-12-01
FUTSTK,SBICARD,30-Dec-2025,2025-12-30,,,886.5,886.8,875.1,879.65,879.65,1464,10291.7512,13978400,92800,2025-12-01
FUTSTK,TATATECH,30-Dec-2025,2025-12-30,,,680.45,687.3,680.45,685.05,685.05,1092,5977.7536,9928800,-132000,2025-12-01
FUTSTK,TATATECH,24-Feb-2026,2026-02-24,,,689.5,693.0,689.5,693.0,689.4,2,11.06,11200,800,2025-12-01
FUTSTK,TATATECH,27-Jan-2026,2026-01-27,,,687.15,689.0,685.0,688.45,688.45,56,308.0232,704800,4000,2025-12-01
FUTSTK,TORNTPHARM,30-Dec-2025,2025-12-30,,,3728.0,3765.0,3728.0,3751.0,3751.0,510,4781.517,2495750,-6250,2025-12-01
FUTSTK,TORNTPHARM,27-Jan-2026,2026-01-27,,,3766.1,3777.3,3762.4,3770.1,3770.1,6,56.53975,6500,0,2025-12-01
FUTSTK,TORNTPHARM,24-Feb-2026,2026-02-24,,,3753.0,3753.0,3753.0,3753.0,3787.3,1,9.3825,750,250,2025-12-01
FUTSTK,VBL,27-Jan-2026,2026-01-27,,,487.4,491.0,486.75,488.45,488.45,130,714.443062,811125,-2250,2025-12-01
FUTSTK,VBL,24-Feb-2026,2026-02-24,,,490.1,492.25,489.0,491.5,490.7,15,82.8039375,52875,5625,2025-12-01
FUTSTK,VBL,30-Dec-2025,2025-12-30,,,486.8,488.6,483.4,485.95,485.95,3138,15622.868,37976250,374125,2025-12-01
FUTSTK,ABCAPITAL,27-Jan-2026,2026-01-27,,,359.55,362.25,358.0,359.45,359.45,78,871.23795,1041600,9300,2025-12-02
FUTSTK,ABCAPITAL,24-Feb-2026,2026-02-24,,,363.25,364.0,360.0,361.7,361.7,19,213.22265,142600,-3100,2025-12-02
FUTSTK,ABCAPITAL,30-Dec-2025,2025-12-30,,,358.0,360.4,355.2,357.3,357.3,1844,20448.9144,76994700,-390600,2025-12-02
FUTSTK,ADANIENSOL,24-Feb-2026,2026-02-24,,,1015.8,1015.8,991.9,995.4,995.4,7,47.20815,16875,3375,2025-12-02
FUTSTK,ADANIENSOL,30-Dec-2025,2025-12-30,,,1000.0,1012.75,978.25,983.25,983.25,2284,15294.8567,19201725,21600,2025-12-02
FUTSTK,ADANIENSOL,27-Jan-2026,2026-01-27,,,1012.6,1017.5,985.05,988.8,988.8,80,538.749225,128250,6075,2025-12-02
FUTSTK,INDHOTEL,30-Dec-2025,2025-12-30,,,750.85,756.85,745.1,747.1,747.1,2537,19018.6265,25004000,294000,2025-12-02
FUTSTK,INDHOTEL,24-Feb-2026,2026-02-24,,,761.6,765.35,755.0,755.9,755.9,49,371.5645,72000,22000,2025-12-02
FUTSTK,INDHOTEL,27-Jan-2026,2026-01-27,,,757.45,760.9,749.85,751.2,751.2,166,1251.4975,916000,24000,2025-12-02
FUTSTK,INDIANB,24-Feb-2026,2026-02-24,,,884.4,884.4,862.55,865.35,865.35,14,122.221,18000,5000,2025-12-02
FUTSTK,INDIANB,27-Jan-2026,2026-01-27,,,886.3,889.65,862.8,863.65,863.65,354,3112.463,302000,76000,2025-12-02
FUTSTK,INDIANB,30-Dec-2025,2025-12-30,,,884.9,890.85,859.25,861.85,861.85,5363,46812.8475,11693000,545000,2025-12-02
FUTSTK,INOXWIND,24-Feb-2026,2026-02-24,,,134.6,136.1,134.6,135.59,135.59,16,77.432355,185900,32175,2025-12-02
FUTSTK,INOXWIND,27-Jan-2026,2026-01-27,,,134.28,135.5,133.5,135.07,135.07,122,587.18946,3095950,185900,2025-12-02
FUTSTK,INOXWIND,30-Dec-2025,2025-12-30,,,133.8,134.65,132.41,134.16,134.16,1552,6794.66039,81076888,1433136,2025-12-02
FUTSTK,JINDALSTEL,24-Feb-2026,2026-02-24,,,1063.7,1067.2,1047.8,1047.8,1047.8,4,26.416875,6875,1250,2025-12-02
FUTSTK,JINDALSTEL,27-Jan-2026,2026-01-27,,,1060.1,1063.9,1039.1,1042.9,1042.9,75,492.128125,119375,6875,2025-12-02
FUTSTK,JINDALSTEL,30-Dec-2025,2025-12-30,,,1054.4,1058.8,1031.4,1035.6,1035.6,3742,24372.4831,12165000,409375,2025-12-02
FUTSTK,MPHASIS,27-Jan-2026,2026-01-27,,,2862.3,2880.0,2848.0,2872.3,2872.3,49,385.891275,56100,1100,2025-12-02
FUTSTK,MPHASIS,24-Feb-2026,2026-02-24,,,2896.9,2896.9,2896.9,2896.9,2896.9,1,7.966475,825,275,2025-12-02
FUTSTK,MPHASIS,30-Dec-2025,2025-12-30,,,2752.0,2864.0,2752.0,2853.6,2853.6,1906,14931.6191,6155050,26675,2025-12-02
FUTSTK,NESTLEIND,27-Jan-2026,2026-01-27,,,1271.0,1277.0,1270.6,1274.8,1274.8,117,745.3495,322000,27500,2025-12-02
FUTSTK,NESTLEIND,24-Feb-2026,2026-02-24,,,1273.1,1281.4,1273.1,1277.3,1277.3,19,121.355,15000,6500,2025-12-02
FUTSTK,NESTLEIND,30-Dec-2025,2025-12-30,,,1270.9,1270.9,1260.2,1267.0,1267.0,1786,11299.7545,15774000,-197000,2025-12-02
FUTSTK,NTPC,27-Jan-2026,2026-01-27,,,331.5,333.5,331.2,332.45,332.45,407,2030.0715,2734500,82500,2025-12-02
FUTSTK,NTPC,30-Dec-2025,2025-12-30,,,329.3,331.7,329.0,330.65,330.65,3830,18996.2317,87973500,624000,2025-12-02
FUTSTK,NTPC,24-Feb-2026,2026-02-24,,,332.0,333.35,331.35,333.1,333.0,18,89.76825,108000,-4500,2025-12-02
FUTSTK,PRESTIGE,24-Feb-2026,2026-02-24,,,1689.7,1689.7,1689.7,1689.7,1674.5,1,7.60365,1800,450,2025-12-02
FUTSTK,PRESTIGE,27-Jan-2026,2026-01-27,,,1681.3,1681.3,1667.2,1673.0,1673.0,18,135.6228,14850,0,2025-12-02
FUTSTK,PRESTIGE,30-Dec-2025,2025-12-30,,,1668.8,1679.3,1656.0,1662.9,1662.9,879,6584.9238,4135050,68400,2025-12-02
FUTSTK,RBLBANK,24-Feb-2026,2026-02-24,,,311.8,311.8,308.0,308.0,306.3,7,68.957825,88900,6350,2025-12-02
FUTSTK,RBLBANK,27-Jan-2026,2026-01-27,,,310.4,311.0,304.85,306.3,306.3,46,449.025962,498475,31750,2025-12-02
FUTSTK,RBLBANK,30-Dec-2025,2025-12-30,,,308.95,309.05,302.9,304.25,304.25,2031,19729.9405,73221850,790575,2025-12-02
FUTSTK,SHREECEM,27-Jan-2026,2026-01-27,,,26530.0,26835.0,26375.0,26755.0,26755.0,410,2725.935,11700,4700,2025-12-02
FUTSTK,SHREECEM,24-Feb-2026,2026-02-24,,,26775.0,26775.0,26595.0,26595.0,26900.0,6,40.0275,775,75,2025-12-02
FUTSTK,SHREECEM,30-Dec-2025,2025-12-30,,,26465.0,26760.0,26300.0,26720.0,26720.0,2523,16742.7312,283450,16925,2025-12-02
FUTSTK,TATAELXSI,30-Dec-2025,2025-12-30,,,5187.0,5194.0,5130.0,5162.5,5162.5,2854,14725.8535,1896700,-56400,2025-12-02
FUTSTK,TATAELXSI,27-Jan-2026,2026-01-27,,,5163.5,5213.0,5157.0,5187.5,5187.5,87,451.505,83600,1600,2025-12-02
FUTSTK,TATAELXSI,24-Feb-2026,2026-02-24,,,5200.0,5228.5,5200.0,5200.0,5195.5,15,78.1045,5700,500,2025-12-02
FUTSTK,TATASTEEL,24-Feb-2026,2026-02-24,,,170.9,171.42,170.08,170.9,170.9,20,187.7744,605000,38500,2025-12-02
FUTSTK,TATASTEEL,27-Jan-2026,2026-01-27,,,170.41,170.68,169.2,169.79,169.79,290,2708.8941,12138500,390500,2025-12-02
FUTSTK,TATASTEEL,30-Dec-2025,2025-12-30,,,169.39,169.64,168.11,168.71,168.71,3631,33709.0369,262647000,-1061500,2025-12-02
FUTSTK,TCS,27-Jan-2026,2026-01-27,,,3160.9,3174.8,3151.3,3165.9,3165.9,694,3841.9647,1269625,33250,2025-12-02
FUTSTK,TCS,24-Feb-2026,2026-02-24,,,3185.6,3192.0,3174.5,3187.9,3187.9,113,629.82045,90125,9975,2025-12-02
FUTSTK,TCS,30-Dec-2025,2025-12-30,,,3155.5,3163.9,3140.2,3156.0,3156.0,10338,57041.6871,26596150,207200,2025-12-02
FUTSTK,AMBUJACEM,27-Jan-2026,2026-01-27,,,550.2,553.2,548.0,550.3,550.3,131,757.89525,1010100,71400,2025-12-02
FUTSTK,AMBUJACEM,24-Feb-2026,2026-02-24,,,554.0,555.9,553.0,553.0,553.0,27,157.1556,50400,22050,2025-12-02
FUTSTK,AMBUJACEM,30-Dec-2025,2025-12-30,,,546.8,550.0,544.2,546.35,546.35,2432,13973.8121,47272050,708750,2025-12-02
FUTSTK,APLAPOLLO,30-Dec-2025,2025-12-30,,,1739.2,1745.0,1723.1,1742.0,1742.0,1292,7852.5664,7176400,75250,2025-12-02
FUTSTK,APLAPOLLO,24-Feb-2026,2026-02-24,,,1745.5,1756.5,1745.0,1756.5,1756.5,24,146.73855,8750,5950,2025-12-02
FUTSTK,APLAPOLLO,27-Jan-2026,2026-01-27,,,1743.7,1757.0,1734.7,1751.1,1751.1,46,281.17565,24850,350,2025-12-02
FUTSTK,AUROPHARMA,30-Dec-2025,2025-12-30,,,1212.1,1225.9,1212.1,1220.2,1220.2,1959,13139.2987,23502600,-146300,2025-12-02
FUTSTK,AUROPHARMA,24-Feb-2026,2026-02-24,,,0.0,0.0,0.0,1251.0,1231.4,0,0.0,1100,0,2025-12-02
FUTSTK,AUROPHARMA,27-Jan-2026,2026-01-27,,,1231.0,1232.2,1220.7,1228.0,1228.0,82,553.62065,127600,-1650,2025-12-02
FUTIDX,BANKNIFTY,24-Feb-2026,2026-02-24,,,60505.0,60649.0,60367.2,60409.0,60409.0,385,6985.77114,20940,2700,2025-12-02
FUTIDX,BANKNIFTY,30-Dec-2025,2025-12-30,,,59790.8,59950.0,59622.0,59665.4,59665.4,23836,498506.874,1495655,-23940,2025-12-02
FUTIDX,BANKNIFTY,27-Jan-2026,2026-01-27,,,60265.2,60301.0,60010.0,60047.6,60047.6,1345,24263.4062,153030,-870,2025-12-02
FUTSTK,BSE,24-Feb-2026,2026-02-24,,,2928.5,2934.2,2890.0,2893.8,2893.8,42,456.895875,45375,11625,2025-12-02
FUTSTK,BSE,27-Jan-2026,2026-01-27,,,2914.7,2920.0,2868.0,2879.2,2879.2,267,2893.50675,311625,35625,2025-12-02
FUTSTK,BSE,30-Dec-2025,2025-12-30,,,2899.8,2909.9,2849.1,2860.3,2860.3,5097,54899.2143,9421500,63000,2025-12-02
FUTSTK,CDSL,27-Jan-2026,2026-01-27,,,1617.0,1623.9,1594.7,1607.8,1607.8,330,2521.30665,512050,24700,2025-12-02
FUTSTK,CDSL,30-Dec-2025,2025-12-30,,,1610.9,1615.5,1586.0,1599.3,1599.3,2390,18165.9004,8949000,89775,2025-12-02
FUTSTK,CDSL,24-Feb-2026,2026-02-24,,,1618.0,1630.9,1604.5,1609.1,1609.1,33,253.54265,36575,7600,2025-12-02
FUTSTK,CONCOR,24-Feb-2026,2026-02-24,,,512.0,513.7,509.4,509.6,510.1,46,293.885625,250000,36250,2025-12-02
FUTSTK,CONCOR,27-Jan-2026,2026-01-27,,,511.0,512.55,508.95,510.0,510.0,222,1417.89812,1600000,102500,2025-12-02
