instrument,symbol,expiry,expiry_dt_final,strike,option_type,open,high,low,close,settle_pr,volume,val_inlakh,open_int,chg_in_oi,timestamp
FUTSTK,CIPLA,24-Feb-2026,2026-02-24,,,1542.8,1549.3,1542.8,1544.5,1539.5,6,34.811625,33375,2250,2025-12-05
FUTSTK,DLF,27-Jan-2026,2026-01-27,,,718.0,732.65,718.0,727.05,727.05,407,2441.73806,1184700,51975,2025-12-05
FUTSTK,DLF,30-Dec-2025,2025-12-30,,,712.05,728.7,712.05,722.35,722.35,8355,49824.4081,46725525,-489225,2025-12-05
FUTSTK,DLF,24-Feb-2026,2026-02-24,,,726.95,736.0,726.5,731.3,731.3,71,428.58585,269775,7425,2025-12-05
FUTSTK,DRREDDY,30-Dec-2025,2025-12-30,,,1280.0,1289.8,1278.1,1281.8,1281.8,2032,16311.5425,12230000,-235625,2025-12-05
FUTSTK,DRREDDY,27-Jan-2026,2026-01-27,,,1290.2,1294.0,1283.7,1286.6,1286.6,172,1386.82187,305000,28750,2025-12-05
FUTSTK,DRREDDY,24-Feb-2026,2026-02-24,,,1293.3,1297.5,1290.0,1290.1,1290.1,8,64.6325,17500,-625,2025-12-05
FUTSTK,EXIDEIND,27-Jan-2026,2026-01-27,,,383.15,383.9,380.0,383.4,383.4,59,405.9558,1092600,-3600,2025-12-05
FUTSTK,EXIDEIND,30-Dec-2025,2025-12-30,,,382.05,382.05,377.65,381.45,381.45,1026,7024.941,29323800,-376200,2025-12-05
FUTSTK,EXIDEIND,24-Feb-2026,2026-02-24,,,386.0,386.5,383.45,386.05,386.05,11,76.2687,81000,7200,2025-12-05
FUTSTK,GODREJPROP,30-Dec-2025,2025-12-30,,,2082.3,2129.0,2073.0,2093.9,2093.9,3911,22606.3978,8495025,125125,2025-12-05
FUTSTK,GODREJPROP,24-Feb-2026,2026-02-24,,,2114.0,2154.2,2104.7,2116.7,2108.0,90,526.9066,42625,13750,2025-12-05
FUTSTK,GODREJPROP,27-Jan-2026,2026-01-27,,,2099.0,2134.0,2088.2,2107.2,2107.2,190,1103.57637,196075,17875,2025-12-05
FUTSTK,KOTAKBANK,27-Jan-2026,2026-01-27,,,2161.7,2187.2,2161.1,2174.6,2174.6,843,7327.616,1188400,147600,2025-12-05
FUTSTK,KOTAKBANK,30-Dec-2025,2025-12-30,,,2146.1,2174.7,2140.7,2161.7,2161.7,8627,74567.9816,36284800,-400,2025-12-05
FUTSTK,KOTAKBANK,24-Feb-2026,2026-02-24,,,2180.0,2198.0,2179.6,2187.4,2187.4,37,323.4256,42000,7600,2025-12-05
FUTSTK,M&M,30-Dec-2025,2025-12-30,,,3662.2,3737.0,3662.2,3734.3,3734.3,7391,54955.0388,18557200,-16000,2025-12-05
FUTSTK,M&M,27-Jan-2026,2026-01-27,,,3706.0,3760.3,3705.6,3756.5,3756.5,365,2729.5238,376400,1800,2025-12-05
FUTSTK,M&M,24-Feb-2026,2026-02-24,,,3738.0,3777.7,3732.0,3776.2,3776.2,69,518.547,41400,4200,2025-12-05
FUTSTK,NATIONALUM,27-Jan-2026,2026-01-27,,,269.6,277.25,269.4,276.05,276.05,308,3169.16625,3157500,-7500,2025-12-05
FUTSTK,NATIONALUM,30-Dec-2025,2025-12-30,,,270.0,276.05,267.4,274.65,274.65,4121,42230.9025,61098750,-356250,2025-12-05
FUTSTK,NATIONALUM,24-Feb-2026,2026-02-24,,,268.8,276.0,268.8,274.75,274.75,54,554.05875,1432500,22500,2025-12-05
FUTSTK,NHPC,30-Dec-2025,2025-12-30,,,77.36,77.64,76.88,77.47,77.47,576,2848.01856,59488000,-678400,2025-12-05
FUTSTK,NHPC,24-Feb-2026,2026-02-24,,,77.5,77.8,77.5,77.77,77.77,4,19.8784,1004800,6400,2025-12-05
FUTSTK,NHPC,27-Jan-2026,2026-01-27,,,77.7,78.08,77.48,77.94,77.94,45,224.12608,3756800,19200,2025-12-05
FUTSTK,PAYTM,24-Feb-2026,2026-02-24,,,1355.2,1370.0,1350.0,1366.7,1366.7,22,217.209275,88450,-725,2025-12-05
FUTSTK,PAYTM,27-Jan-2026,2026-01-27,,,1348.8,1367.7,1344.9,1356.6,1356.6,325,3201.79792,261725,15950,2025-12-05
FUTSTK,PAYTM,30-Dec-2025,2025-12-30,,,1340.0,1358.7,1332.0,1350.3,1350.3,4555,44480.4204,18461400,-355250,2025-12-05
FUTSTK,PGEL,27-Jan-2026,2026-01-27,,,584.5,584.55,546.25,558.45,558.45,360,1925.7659,214700,33250,2025-12-05
FUTSTK,PGEL,30-Dec-2025,2025-12-30,,,580.4,581.4,546.0,556.0,556.0,6753,26477.465,10724000,-114800,2025-12-05
FUTSTK,PGEL,24-Feb-2026,2026-02-24,,,578.9,578.9,550.85,562.25,562.25,52,279.834375,59850,30400,2025-12-05
FUTSTK,TECHM,30-Dec-2025,2025-12-30,,,1571.8,1588.8,1563.2,1575.6,1575.6,4468,42325.7436,21116400,-373200,2025-12-05
FUTSTK,TECHM,24-Feb-2026,2026-02-24,,,1587.8,1607.0,1586.0,1594.6,1594.6,17,163.1718,22200,1200,2025-12-05
FUTSTK,TECHM,27-Jan-2026,2026-01-27,,,1578.7,1597.9,1573.7,1584.7,1584.7,151,1438.7622,288000,9600,2025-12-05
FUTSTK,ULTRACEMCO,24-Feb-2026,2026-02-24,,,11792.0,11836.0,11769.0,11800.0,11800.0,42,247.941,5950,1300,2025-12-05
FUTSTK,ULTRACEMCO,30-Dec-2025,2025-12-30,,,11674.0,11730.0,11631.0,11665.0,11665.0,3396,19809.7385,2607050,44900,2025-12-05
FUTSTK,ULTRACEMCO,27-Jan-2026,2026-01-27,,,11741.0,11782.0,11700.0,11732.0,11732.0,309,1812.9175,68000,6350,2025-12-05
FUTSTK,BANKINDIA,24-Feb-2026,2026-02-24,,,144.31,145.71,144.31,145.04,144.86,13,98.15364,244400,-20800,2025-12-05
FUTSTK,BANKINDIA,27-Jan-2026,2026-01-27,,,142.97,145.25,142.32,144.58,144.58,100,747.903,1664000,-26000,2025-12-05
FUTSTK,BANKINDIA,30-Dec-2025,2025-12-30,,,142.27,144.53,141.11,143.79,143.79,1839,13701.1092,51235600,-936000,2025-12-05
FUTSTK,BIOCON,24-Feb-2026,2026-02-24,,,398.2,400.35,393.25,400.0,400.0,23,228.845,155000,-12500,2025-12-05
FUTSTK,BIOCON,30-Dec-2025,2025-12-30,,,391.45,396.2,387.5,395.15,395.15,4136,40583.285,46927500,35000,2025-12-05
FUTSTK,BIOCON,27-Jan-2026,2026-01-27,,,391.75,398.5,390.7,397.35,397.35,216,2131.94875,1590000,27500,2025-12-05
FUTSTK,COALINDIA,24-Feb-2026,2026-02-24,,,379.9,381.5,378.5,381.25,381.25,32,164.3922,172800,6750,2025-12-05
FUTSTK,COALINDIA,30-Dec-2025,2025-12-30,,,379.9,381.55,378.0,381.0,381.0,2674,13731.5803,53962200,-359100,2025-12-05
FUTSTK,COALINDIA,27-Jan-2026,2026-01-27,,,380.9,382.6,379.55,382.2,382.2,217,1117.08855,1630800,71550,2025-12-05
FUTSTK,COLPAL,27-Jan-2026,2026-01-27,,,2156.5,2191.1,2156.4,2189.1,2189.1,304,1490.61015,345375,-19350,2025-12-05
FUTSTK,COLPAL,30-Dec-2025,2025-12-30,,,2144.0,2180.4,2144.0,2177.3,2177.3,2767,13484.8129,5899500,-83700,2025-12-05
FUTSTK,COLPAL,24-Feb-2026,2026-02-24,,,2180.0,2199.7,2175.5,2199.7,2199.7,24,118.115775,27000,-1350,2025-12-05
FUTSTK,FEDERALBNK,27-Jan-2026,2026-01-27,,,260.75,262.5,259.3,261.6,261.6,316,4123.7425,3580000,415000,2025-12-05
FUTSTK,FEDERALBNK,30-Dec-2025,2025-12-30,,,260.65,261.3,258.15,260.35,260.35,2460,31962.61,57115000,270000,2025-12-05
FUTSTK,FEDERALBNK,24-Feb-2026,2026-02-24,,,261.5,263.0,260.65,262.3,262.38,44,575.9525,475000,165000,2025-12-05
FUTSTK,GODREJCP,30-Dec-2025,2025-12-30,,,1134.7,1143.8,1128.3,1141.9,1141.9,1577,8971.3805,10177000,131500,2025-12-05
FUTSTK,GODREJCP,24-Feb-2026,2026-02-24,,,1152.0,1152.0,1152.0,1152.0,1152.0,1,5.76,7000,-500,2025-12-05
FUTSTK,GODREJCP,27-Jan-2026,2026-01-27,,,1143.6,1149.4,1137.4,1148.1,1148.1,41,234.6025,102500,-2000,2025-12-05
FUTSTK,KPITTECH,30-Dec-2025,2025-12-30,,,1272.2,1277.6,1262.4,1271.0,1271.0,949,4823.9952,3261200,4800,2025-12-05
FUTSTK,KPITTECH,27-Jan-2026,2026-01-27,,,1273.1,1279.9,1262.9,1273.6,1273.6,55,297.41585,146625,2975,2025-12-05
FUTSTK,KPITTECH,24-Feb-2026,2026-02-24,,,1265.5,1278.0,1265.5,1275.0,1275.0,8,43.3126,16150,-2125,2025-12-05
FUTSTK,LT,24-Feb-2026,2026-02-24,,,4065.0,4106.7,4065.0,4101.5,4101.5,37,264.82225,37625,1050,2025-12-05
FUTSTK,LT,30-Dec-2025,2025-12-30,,,4014.0,4061.0,3983.9,4051.3,4051.3,8419,59494.1907,13304900,-37275,2025-12-05
FUTSTK,LT,27-Jan-2026,2026-01-27,,,4024.9,4084.5,4022.0,4075.1,4075.1,440,3125.7765,358050,16100,2025-12-05
FUTSTK,NMDC,30-Dec-2025,2025-12-30,,,76.0,76.96,75.18,76.78,76.78,3738,19247.5757,319585500,1579500,2025-12-05
FUTSTK,NMDC,24-Feb-2026,2026-02-24,,,76.57,77.43,76.0,77.37,77.37,45,232.59825,567000,121500,2025-12-05
FUTSTK,NMDC,27-Jan-2026,2026-01-27,,,76.45,77.1,75.6,77.0,77.0,305,1572.5475,6851250,-54000,2025-12-05
FUTSTK,OIL,30-Dec-2025,2025-12-30,,,410.3,414.1,408.5,413.45,413.45,614,3541.7781,10914400,-124600,2025-12-05
FUTSTK,OIL,24-Feb-2026,2026-02-24,,,410.0,414.65,409.8,414.65,414.65,35,201.8835,92400,23800,2025-12-05
FUTSTK,OIL,27-Jan-2026,2026-01-27,,,412.8,416.0,411.8,415.75,415.75,22,127.6296,186200,-4200,2025-12-05
FUTSTK,PHOENIXLTD,24-Feb-2026,2026-02-24,,,1770.0,1770.0,1766.6,1766.6,1746.3,2,12.3781,1400,700,2025-12-05
FUTSTK,PHOENIXLTD,30-Dec-2025,2025-12-30,,,1734.7,1760.3,1720.7,1732.2,1732.2,983,5994.11505,3356850,-34300,2025-12-05
FUTSTK,PHOENIXLTD,27-Jan-2026,2026-01-27,,,1747.7,1767.9,1732.6,1741.2,1741.2,23,141.0731,21350,-700,2025-12-05
FUTSTK,PIIND,27-Jan-2026,2026-01-27,,,3414.3,3444.9,3407.0,3421.0,3421.0,71,425.7015,59850,2100,2025-12-05
FUTSTK,PIIND,30-Dec-2025,2025-12-30,,,3406.2,3437.4,3384.3,3408.9,3408.9,1054,6301.61332,2267300,-19075,2025-12-05
FUTSTK,PIIND,24-Feb-2026,2026-02-24,,,3430.0,3440.0,3425.0,3425.0,3437.8,6,36.062425,2975,525,2025-12-05
FUTSTK,TATACONSUM,24-Feb-2026,2026-02-24,,,1163.1,1181.0,1163.1,1181.0,1177.2,7,45.2804,12100,1100,2025-12-05
FUTSTK,TATACONSUM,27-Jan-2026,2026-01-27,,,1157.6,1176.0,1155.6,1175.0,1175.0,70,448.33745,196350,9350,2025-12-05
FUTSTK,TATACONSUM,30-Dec-2025,2025-12-30,,,1151.6,1169.3,1146.1,1168.1,1168.1,2054,13105.538,12205600,-40150,2025-12-05
FUTSTK,WIPRO,24-Feb-2026,2026-02-24,,,259.0,260.36,257.6,259.04,259.04,79,613.6464,669000,42000,2025-12-05
FUTSTK,WIPRO,30-Dec-2025,2025-12-30,,,259.0,262.22,259.0,260.88,260.88,4044,31627.4883,112845000,-1776000,2025-12-05
FUTSTK,WIPRO,27-Jan-2026,2026-01-27,,,260.0,261.2,258.3,259.93,259.93,429,3343.9638,4293000,-24000,2025-12-05
FUTSTK,BHARATFORG,30-Dec-2025,2025-12-30,,,1405.6,1416.0,1393.7,1412.3,1412.3,1850,12997.9665,7575500,33500,2025-12-05
FUTSTK,BHARATFORG,24-Feb-2026,2026-02-24,,,1418.0,1418.0,1405.0,1416.0,1423.3,4,28.22,14000,1000,2025-12-05
FUTSTK,BHARATFORG,27-Jan-2026,2026-01-27,,,1408.4,1418.5,1400.0,1417.7,1417.7,46,324.6395,193500,4000,2025-12-05
FUTSTK,CROMPTON,30-Dec-2025,2025-12-30,,,259.75,264.2,259.05,261.2,261.2,2022,9514.7829,53044200,297000,2025-12-05
FUTSTK,CROMPTON,24-Feb-2026,2026-02-24,,,263.0,267.0,262.45,264.5,264.5,55,261.8298,446400,10800,2025-12-05
FUTSTK,CROMPTON,27-Jan-2026,2026-01-27,,,260.85,265.9,260.85,262.9,262.9,396,1873.0791,2773800,304200,2025-12-05
FUTSTK,INDUSTOWER,30-Dec-2025,2025-12-30,,,402.5,418.5,400.55,417.1,417.1,9651,67845.0637,82492500,-668100,2025-12-05
FUTSTK,INDUSTOWER,27-Jan-2026,2026-01-27,,,404.35,420.45,403.8,419.65,419.65,312,2205.41935,537200,-28900,2025-12-05
FUTSTK,INDUSTOWER,24-Feb-2026,2026-02-24,,,407.0,422.5,407.0,420.8,420.8,27,191.1208,91800,18700,2025-12-05
FUTSTK,PATANJALI,30-Dec-2025,2025-12-30,,,529.5,557.0,524.6,552.5,552.5,12201,59611.6993,31984200,-98100,2025-12-05
FUTSTK,PATANJALI,24-Feb-2026,2026-02-24,,,532.3,560.3,532.3,559.15,559.15,24,118.4346,26100,-4500,2025-12-05
FUTSTK,PATANJALI,27-Jan-2026,2026-01-27,,,528.15,559.85,528.15,555.75,555.75,417,2049.9795,290700,-35100,2025-12-05
FUTSTK,POWERINDIA,27-Jan-2026,2026-01-27,,,20315.0,20325.0,19415.0,19500.0,19500.0,169,1672.685,10950,1200,2025-12-05
FUTSTK,POWERINDIA,24-Feb-2026,2026-02-24,,,20400.0,20400.0,19540.0,19540.0,19542.0,19,187.49,1050,150,2025-12-05
FUTSTK,POWERINDIA,30-Dec-2025,2025-12-30,,,20100.0,20345.0,19330.0,19425.0,19425.0,4533,44797.365,258150,15000,2025-12-05
FUTSTK,SOLARINDS,24-Feb-2026,2026-02-24,,,13120.0,13120.0,12931.0,13033.0,13033.0,16,104.1675,6400,350,2025-12-05
FUTSTK,SOLARINDS,27-Jan-2026,2026-01-27,,,13024.0,13037.0,12827.0,12941.0,12941.0,106,685.3345,46050,1750,2025-12-05
FUTSTK,SOLARINDS,30-Dec-2025,2025-12-30,,,12936.0,12986.0,12770.0,12877.0,12877.0,1067,10292.1015,874275,1050,2025-12-05
FUTSTK,TATAPOWER,27-Jan-2026,2026-01-27,,,389.5,389.7,385.0,388.95,388.95,392,2203.45987,2505600,118900,2025-12-05
FUTSTK,TATAPOWER,30-Dec-2025,2025-12-30,,,388.0,388.05,382.65,386.65,386.65,4229,23649.6399,53642750,498800,2025-12-05
FUTSTK,TATAPOWER,24-Feb-2026,2026-02-24,,,391.15,391.7,387.2,391.05,391.05,141,797.004825,327700,107300,2025-12-05
FUTSTK,TITAGARH,30-Dec-2025,2025-12-30,,,794.75,803.0,784.9,793.75,793.75,1048,6030.52716,5807250,26825,2025-12-05
FUTSTK,VOLTAS,24-Feb-2026,2026-02-24,,,1317.8,1323.0,1306.0,1323.0,1343.3,19,93.5325,45375,3000,2025-12-05
FUTSTK,VOLTAS,30-Dec-2025,2025-12-30,,,1329.2,1331.9,1312.7,1326.6,1326.6,2230,11067.1691,10307625,42750,2025-12-05
FUTSTK,VOLTAS,27-Jan-2026,2026-01-27,,,1318.5,1326.0,1308.0,1320.5,1320.5,483,2389.04587,490500,49500,2025-12-05
FUTSTK,APOLLOHOSP,30-Dec-2025,2025-12-30,,,7190.5,7246.0,7181.5,7222.5,7222.5,2071,18680.5893,3073750,-46625,2025-12-05
FUTSTK,APOLLOHOSP,27-Jan-2026,2026-01-27,,,7257.5,7285.0,7230.0,7269.5,7269.5,57,517.4,71625,1625,2025-12-05
FUTSTK,APOLLOHOSP,24-Feb-2026,2026-02-24,,,7283.0,7315.0,7271.0,7271.0,7278.0,4,36.48,6375,0,2025-12-05
FUTSTK,CYIENT,30-Dec-2025,2025-12-30,,,1182.4,1192.2,1168.1,1175.2,1175.2,1507,7563.81255,3662225,-19125,2025-12-05
FUTSTK,DELHIVERY,30-Dec-2025,2025-12-30,,,404.75,410.45,400.4,407.1,407.1,1451,12214.7199,15649650,-89225,2025-12-05
FUTSTK,DELHIVERY,24-Feb-2026,2026-02-24,,,410.65,413.9,410.65,413.85,409.55,6,51.33965,62250,2075,2025-12-05
FUTSTK,DELHIVERY,27-Jan-2026,2026-01-27,,,404.15,412.7,403.3,409.45,409.45,101,856.417862,564400,16600,2025-12-05
FUTSTK,DIXON,24-Feb-2026,2026-02-24,,,13875.0,14109.0,13735.0,13990.0,13990.0,222,1541.7505,26900,5150,2025-12-05
FUTSTK,DIXON,27-Jan-2026,2026-01-27,,,13825.0,14050.0,13640.0,13906.0,13906.0,872,6033.3565,116900,4200,2025-12-05
FUTSTK,DIXON,30-Dec-2025,2025-12-30,,,13701.0,13975.0,13556.0,13821.0,13821.0,9359,64446.252,2070200,43900,2025-12-05
FUTSTK,FORTIS,30-Dec-2025,2025-12-30,,,897.95,899.55,885.45,891.45,891.5,1587,10973.8915,13444700,-179025,2025-12-05
FUTSTK,FORTIS,24-Feb-2026,2026-02-24,,,900.85,905.8,896.0,898.9,898.9,10,69.791075,17050,-775,2025-12-05
FUTSTK,FORTIS,27-Jan-2026,2026-01-27,,,898.6,904.0,890.55,897.2,897.2,42,292.119587,330150,-3100,2025-12-05
FUTSTK,GLENMARK,27-Jan-2026,2026-01-27,,,1994.1,2007.0,1975.4,1983.4,1983.4,153,1144.74375,128625,10875,2025-12-05
FUTSTK,GLENMARK,24-Feb-2026,2026-02-24,,,2019.3,2019.3,1990.0,1990.0,1992.3,9,67.59,11625,1125,2025-12-05
FUTSTK,GLENMARK,30-Dec-2025,2025-12-30,,,1983.0,1995.5,1964.2,1972.4,1972.4,4771,35434.5648,14074500,-85500,2025-12-05
FUTSTK,HINDUNILVR,27-Jan-2026,2026-01-27,,,2436.2,2441.9,2307.7,2359.1,2359.1,2253,15963.348,449700,73500,2025-12-05
FUTSTK,HINDUNILVR,30-Dec-2025,2025-12-30,,,2449.6,2449.6,2290.0,2344.4,2344.4,22396,158032.013,4006200,-1805700,2025-12-05
FUTSTK,HINDUNILVR,24-Feb-2026,2026-02-24,,,2433.6,2433.6,2331.2,2373.6,2373.6,139,992.9523,31500,21000,2025-12-05
FUTSTK,HUDCO,27-Jan-2026,2026-01-27,,,224.21,227.7,221.84,227.32,227.32,147,915.997807,1229325,22200,2025-12-05
FUTSTK,HUDCO,24-Feb-2026,2026-02-24,,,224.0,228.52,223.85,228.24,228.24,16,100.450282,210900,11100,2025-12-05
FUTSTK,HUDCO,30-Dec-2025,2025-12-30,,,223.02,226.4,220.27,225.95,225.95,2717,16845.4116,30738675,-765900,2025-12-05
FUTSTK,ICICIPRULI,27-Jan-2026,2026-01-27,,,620.55,633.0,619.75,631.85,631.85,35,202.7378,99900,-6475,2025-12-05
FUTSTK,ICICIPRULI,24-Feb-2026,2026-02-24,,,626.7,635.0,626.7,635.0,633.75,5,29.2091875,11100,1850,2025-12-05
FUTSTK,ICICIPRULI,30-Dec-2025,2025-12-30,,,611.25,629.75,611.25,628.7,628.7,904,5227.06677,14245000,110075,2025-12-05
FUTSTK,IDEA,24-Feb-2026,2026-02-24,,,10.66,11.08,10.57,11.01,11.01,348,2706.57956,52319700,4217025,2025-12-05
FUTSTK,IDEA,27-Jan-2026,2026-01-27,,,10.62,11.0,10.5,10.93,10.93,1580,12176.6668,486744750,14223525,2025-12-05
FUTSTK,IDEA,30-Dec-2025,2025-12-30,,,10.64,10.94,10.4,10.87,10.87,13200,101214.668,6018195000,55393125,2025-12-05
FUTSTK,NBCC,24-Feb-2026,2026-02-24,,,113.65,113.65,112.7,112.9,113.43,7,51.4618,234000,39000,2025-12-05
FUTSTK,NBCC,27-Jan-2026,2026-01-27,,,113.21,113.65,111.97,113.52,113.52,132,968.1074,2080000,227500,2025-12-05
FUTSTK,NBCC,30-Dec-2025,2025-12-30,,,112.82,113.03,111.07,112.67,112.67,1495,10891.7146,80093000,578500,2025-12-05
FUTSTK,POLYCAB,24-Feb-2026,2026-02-24,,,7396.0,7396.0,7326.0,7378.0,7378.0,32,293.951875,5750,2625,2025-12-05
FUTSTK,POLYCAB,27-Jan-2026,2026-01-27,,,7369.0,7392.5,7236.0,7338.5,7338.5,138,1262.54437,26000,2125,2025-12-05
FUTSTK,POLYCAB,30-Dec-2025,2025-12-30,,,7305.0,7356.0,7195.0,7299.5,7299.5,4137,37589.855,1753625,117250,2025-12-05
FUTSTK,ALKEM,27-Jan-2026,2026-01-27,,,5714.5,5783.5,5697.5,5747.0,5747.0,52,372.993125,8000,1375,2025-12-05
FUTSTK,ALKEM,30-Dec-2025,2025-12-30,,,5668.0,5753.0,5654.5,5708.5,5708.5,941,6717.8575,1624125,1875,2025-12-05
FUTSTK,ALKEM,24-Feb-2026,2026-02-24,,,5775.0,5775.0,5714.0,5714.0,5745.5,2,14.36125,625,0,2025-12-05
FUTSTK,ASHOKLEY,27-Jan-2026,2026-01-27,,,159.16,160.5,158.46,160.33,160.33,321,2562.089,6755000,230000,2025-12-05
FUTSTK,ASHOKLEY,24-Feb-2026,2026-02-24,,,158.81,159.58,157.59,159.43,159.43,33,261.8305,480000,5000,2025-12-05
FUTSTK,ASHOKLEY,30-Dec-2025,2025-12-30,,,160.53,161.28,159.35,160.99,160.99,3832,30726.791,136565000,255000,2025-12-05
FUTSTK,ASTRAL,24-Feb-2026,2026-02-24,,,1458.0,1477.0,1455.1,1470.0,1470.0,49,305.998725,30600,2125,2025-12-05
FUTSTK,ASTRAL,27-Jan-2026,2026-01-27,,,1448.9,1479.0,1445.8,1469.8,1469.8,326,2033.5145,378250,33150,2025-12-05
FUTSTK,ASTRAL,30-Dec-2025,2025-12-30,,,1457.0,1474.8,1442.0,1466.0,1466.0,3231,20029.1594,7358875,-164900,2025-12-05
FUTSTK,BANKBARODA,27-Jan-2026,2026-01-27,,,291.1,296.5,289.55,295.3,295.3,387,3315.97451,3094650,149175,2025-12-05
FUTSTK,BANKBARODA,30-Dec-2025,2025-12-30,,,289.15,294.85,287.35,293.6,293.6,6846,58413.6306,82698525,-3115125,2025-12-05
FUTSTK,BANKBARODA,24-Feb-2026,2026-02-24,,,292.5,298.5,292.5,297.1,297.1,40,346.094775,269100,-14625,2025-12-05
FUTSTK,BHARTIARTL,24-Feb-2026,2026-02-24,,,2135.0,2139.7,2129.7,2133.0,2134.7,24,243.443675,143925,7125,2025-12-05
FUTSTK,BHARTIARTL,27-Jan-2026,2026-01-27,,,2119.0,2131.6,2115.8,2130.2,2130.2,388,3915.99167,1786950,99750,2025-12-05
FUTSTK,BHARTIARTL,30-Dec-2025,2025-12-30,,,2105.3,2119.6,2102.3,2117.7,2117.7,6971,69933.7512,44097575,-64125,2025-12-05
FUTSTK,BPCL,30-Dec-2025,2025-12-30,,,356.75,363.15,354.15,362.35,362.35,2454,17436.5738,26336625,-169850,2025-12-05
FUTSTK,BPCL,24-Feb-2026,2026-02-24,,,357.95,363.0,355.8,362.9,362.9,19,135.404025,156025,25675,2025-12-05
FUTSTK,BPCL,27-Jan-2026,2026-01-27,,,357.8,364.0,355.75,363.05,363.05,188,1337.04241,622125,45425,2025-12-05
FUTSTK,CHOLAFIN,24-Feb-2026,2026-02-24,,,1720.0,1741.0,1720.0,1739.5,1739.5,11,118.98125,8750,-1250,2025-12-05
FUTSTK,CHOLAFIN,27-Jan-2026,2026-01-27,,,1692.0,1746.7,1690.0,1744.2,1744.2,111,1197.28625,140625,9375,2025-12-05
FUTSTK,CHOLAFIN,30-Dec-2025,2025-12-30,,,1684.1,1742.8,1678.0,1739.7,1739.7,7094,76233.1643,12298125,131875,2025-12-05
FUTSTK,CUMMINSIND,30-Dec-2025,2025-12-30,,,4481.0,4516.2,4459.9,4495.5,4495.5,2385,21413.2838,2910400,-62800,2025-12-05
FUTSTK,CUMMINSIND,27-Jan-2026,2026-01-27,,,4487.0,4530.0,4487.0,4516.6,4516.6,62,559.1198,33800,-200,2025-12-05
FUTSTK,CUMMINSIND,24-Feb-2026,2026-02-24,,,4523.0,4526.0,4515.0,4525.0,4525.0,6,54.2796,4400,200,2025-12-05
FUTSTK,DIVISLAB,30-Dec-2025,2025-12-30,,,6472.5,6514.0,6426.5,6495.5,6495.5,2390,15479.2885,3072200,-25800,2025-12-05
FUTSTK,DIVISLAB,27-Jan-2026,2026-01-27,,,6481.5,6546.5,6468.0,6537.0,6537.0,61,396.754,65900,1900,2025-12-05
FUTSTK,DIVISLAB,24-Feb-2026,2026-02-24,,,6544.0,6582.0,6543.0,6577.0,6577.0,17,111.5905,3300,900,2025-12-05
FUTSTK,IEX,24-Feb-2026,2026-02-24,,,148.8,148.8,145.7,146.77,146.77,48,264.50025,678750,52500,2025-12-05
FUTSTK,IEX,27-Jan-2026,2026-01-27,,,149.15,149.71,145.89,146.92,146.92,231,1275.09825,3408750,172500,2025-12-05
FUTSTK,IEX,30-Dec-2025,2025-12-30,,,148.19,149.0,144.84,145.94,145.94,2116,11613.7248,53970000,-918750,2025-12-05
FUTSTK,INDUSINDBK,27-Jan-2026,2026-01-27,,,873.1,884.0,866.5,880.1,880.1,611,3729.2038,2108400,83300,2025-12-05
FUTSTK,INDUSINDBK,30-Dec-2025,2025-12-30,,,867.0,879.2,860.7,874.85,874.85,8426,51258.0246,45156300,44100,2025-12-05
FUTSTK,INDUSINDBK,24-Feb-2026,2026-02-24,,,877.65,886.0,871.15,883.9,880.8,427,2619.0318,260400,196700,2025-12-05
FUTSTK,JSWENERGY,30-Dec-2025,2025-12-30,,,461.65,466.5,450.15,464.2,464.2,6962,31822.1625,44118000,786000,2025-12-05
FUTSTK,JSWENERGY,27-Jan-2026,2026-01-27,,,464.35,468.5,453.35,466.85,466.85,478,2198.042,723000,37000,2025-12-05
FUTSTK,JSWENERGY,24-Feb-2026,2026-02-24,,,463.7,470.3,457.6,468.0,468.0,96,443.152,148000,41000,2025-12-05
FUTSTK,KALYANKJIL,30-Dec-2025,2025-12-30,,,494.0,496.95,488.2,495.1,495.1,1037,6006.83147,32066925,123375,2025-12-05
FUTSTK,KALYANKJIL,24-Feb-2026,2026-02-24,,,498.0,501.3,498.0,501.3,501.3,4,23.515275,64625,-2350,2025-12-05
FUTSTK,KALYANKJIL,27-Jan-2026,2026-01-27,,,495.05,499.5,491.7,497.9,497.9,67,390.627575,542850,-1175,2025-12-05
FUTSTK,LAURUSLABS,24-Feb-2026,2026-02-24,,,1028.3,1043.5,1027.1,1041.9,1041.9,53,466.48255,93500,19550,2025-12-05
FUTSTK,LAURUSLABS,30-Dec-2025,2025-12-30,,,1018.1,1032.8,1010.3,1030.2,1030.2,2501,21773.2872,15374800,45900,2025-12-05
FUTSTK,LAURUSLABS,27-Jan-2026,2026-01-27,,,1025.6,1038.8,1016.8,1036.3,1036.3,114,996.81795,637500,17850,2025-12-05
FUTSTK,LTF,27-Jan-2026,2026-01-27,,,304.7,313.45,301.7,312.05,312.05,557,3872.46825,1388250,231750,2025-12-05
FUTSTK,LTF,30-Dec-2025,2025-12-30,,,299.6,312.35,299.4,310.8,310.8,5815,79554.64,37520958,-75854,2025-12-05
FUTSTK,LTF,24-Feb-2026,2026-02-24,,,307.6,314.3,307.0,314.0,314.0,28,195.5835,110250,24750,2025-12-05
